ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note
090710,휴림로봇,KOSDAQ,14290,9,"[4.1, 13.5, 5.7, 35.4, 5.9, 12.7, 0.0, 37.9, 4.6]",4.57,True,0.35,90,80,14670,2.66,VCP Pattern Detected
45226K,한화갤러리아우,KOSPI,10430,9,"[1.1, 6.5, 11.5, 2.4, 3.7, 49.4, 0.0, 36.8, 9.7]",9.67,True,0.42,80,50,11070,6.14,VCP Pattern Detected
036170,에이치엠넥스,KOSDAQ,1734,7,"[5.6, 6.5, 5.1, 9.1, 4.7, 21.1, 9.9]",9.9,True,0.41,80,50,1798,3.69,VCP Pattern Detected
101490,에스앤에스텍,KOSDAQ,94900,6,"[9.5, 11.9, 28.0, 16.8, 10.3, 5.7]",5.66,True,0.62,70,80,93700,-1.26,VCP Pattern Detected
052690,한전기술,KOSPI,163300,4,"[22.7, 14.1, 13.3, 4.4]",4.42,False,1.13,70,60,151700,-7.1,VCP Pattern Detected
214370,케어젠,KOSDAQ,150100,9,"[5.9, 6.4, 14.7, 6.0, 7.4, 8.0, 26.5, 9.1, 8.6]",8.57,True,0.79,70,50,126000,-16.06,VCP Pattern Detected
000720,현대건설,KOSPI,128300,6,"[11.5, 8.9, 15.8, 9.0, 11.9, 9.5]",9.52,True,0.74,70,50,109200,-14.89,VCP Pattern Detected
027360,아주IB투자,KOSDAQ,4940,6,"[8.3, 7.2, 11.1, 21.7, 13.1, 9.3]",9.3,True,0.51,70,50,5110,3.44,VCP Pattern Detected
000880,한화,KOSPI,126800,7,"[12.1, 7.2, 27.5, 7.4, 4.2, 20.6, 7.9]",7.89,True,0.74,70,50,122900,-3.08,VCP Pattern Detected
092870,엑시콘,KOSDAQ,29600,7,"[22.9, 12.2, 12.2, 16.4, 11.6, 10.7, 5.6]",5.64,True,0.77,70,80,28350,-4.22,VCP Pattern Detected
180400,DXVX,KOSDAQ,5110,9,"[13.6, 14.8, 10.0, 0.0, 20.3, 7.0, 10.1, 16.8, 9.3]",9.29,True,0.65,70,50,4090,-19.96,VCP Pattern Detected
290650,엘앤씨바이오,KOSDAQ,118300,7,"[27.3, 7.3, 14.7, 10.0, 3.6, 27.8, 9.5]",9.54,True,0.68,70,50,94300,-20.29,VCP Pattern Detected
010690,화신,KOSPI,12690,4,"[13.3, 8.6, 14.7, 9.1]",9.1,False,3.66,60,30,9780,-22.93,VCP Pattern Detected
000120,CJ대한통운,KOSPI,138800,8,"[4.9, 4.9, 4.8, 4.1, 3.4, 6.9, 7.6, 2.7]",2.71,False,1.81,60,80,99600,-28.24,VCP Pattern Detected
417840,저스템,KOSDAQ,6600,8,"[7.6, 4.1, 10.6, 28.5, 16.6, 15.7, 25.7, 12.9]",12.93,True,0.39,60,50,7500,13.64,VCP Pattern Detected
001120,LX인터내셔널,KOSPI,47700,7,"[6.0, 5.6, 3.0, 0.0, 3.5, 7.4, 4.8]",4.78,False,1.19,60,60,37650,-21.07,VCP Pattern Detected
123750,알톤,KOSDAQ,2815,7,"[2.6, 3.0, 20.2, 9.7, 5.8, 17.4, 10.5]",10.49,True,0.47,60,50,3145,11.72,VCP Pattern Detected
053700,삼보모터스,KOSDAQ,8180,8,"[8.7, 3.2, 4.5, 2.9, 3.1, 12.7, 24.1, 13.7]",13.73,True,0.45,60,50,8300,1.47,VCP Pattern Detected
005960,동부건설,KOSPI,8730,5,"[18.1, 9.4, 8.8, 10.9, 4.9]",4.89,False,2.77,60,60,5520,-36.77,VCP Pattern Detected
028050,삼성EA,KOSPI,35600,8,"[4.0, 5.3, 15.7, 4.6, 5.4, 8.1, 4.1, 4.2]",4.2,False,0.84,60,40,32150,-9.69,VCP Pattern Detected
244920,에이플러스에셋,KOSPI,14030,6,"[4.7, 11.2, 18.2, 5.8, 9.2, 4.5]",4.45,False,0.88,60,60,11000,-21.6,VCP Pattern Detected
009290,광동제약,KOSPI,10400,5,"[8.8, 6.8, 2.5, 5.9, 2.7]",2.74,False,6.8,60,80,5850,-43.75,VCP Pattern Detected
014910,성문전자,KOSPI,1866,6,"[4.6, 4.4, 12.4, 5.9, 41.7, 11.6]",11.59,True,0.28,60,50,2045,9.59,VCP Pattern Detected
001500,현대차증권,KOSPI,13630,7,"[9.8, 10.7, 8.4, 4.1, 2.7, 4.0, 4.6]",4.55,False,6.86,60,40,9670,-29.05,VCP Pattern Detected
049800,우진플라임,KOSPI,3070,6,"[4.1, 0.5, 2.3, 9.0, 7.2, 3.9]",3.88,False,4.6,60,60,1957,-36.25,VCP Pattern Detected
047040,대우건설,KOSPI,7800,5,"[6.9, 3.6, 14.7, 5.3, 5.0]",4.95,False,2.94,60,60,3835,-50.83,VCP Pattern Detected
005935,삼성전자우,KOSPI,135100,3,"[13.2, 8.8, 6.8]",6.8,False,1.35,60,30,120600,-10.73,VCP Pattern Detected
417010,나노팀,KOSDAQ,11980,9,"[0.0, 7.3, 9.6, 13.9, 12.4, 21.2, 0.0, 15.7, 14.2]",14.18,True,0.66,50,50,13960,16.53,VCP Pattern Detected
080220,제주반도체,KOSDAQ,45700,9,"[8.7, 10.2, 9.2, 0.0, 13.9, 7.2, 12.0, 6.1, 5.7]",5.71,False,1.25,50,60,47300,3.5,VCP Pattern Detected
100790,미래에셋벤처투자,KOSDAQ,23300,7,"[7.5, 11.7, 8.4, 12.5, 43.9, 16.7, 11.5]",11.46,True,0.77,50,50,25300,8.58,VCP Pattern Detected
298020,효성티앤씨,KOSPI,393500,7,"[9.1, 10.5, 6.2, 1.4, 0.0, 10.7, 8.1]",8.08,False,0.85,50,30,414500,5.34,VCP Pattern Detected
036580,팜스코,KOSPI,4040,8,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4]",8.45,False,1.88,50,10,3965,-1.86,VCP Pattern Detected
001720,신영증권,KOSPI,243000,9,"[9.4, 14.2, 5.4, 16.9, 4.3, 2.5, 1.0, 9.6, 7.3]",7.34,False,2.46,50,30,192000,-20.99,VCP Pattern Detected
016610,DB증권,KOSPI,17550,7,"[4.4, 8.2, 4.2, 9.2, 3.4, 9.6, 5.8]",5.81,False,3.14,50,60,13600,-22.51,VCP Pattern Detected
241520,DSC인베스트먼트,KOSDAQ,14710,7,"[7.5, 9.0, 9.2, 18.8, 4.5, 9.7, 9.5]",9.47,False,5.14,50,30,7920,-46.16,VCP Pattern Detected
127120,제이에스링크,KOSDAQ,36500,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,False,1.15,50,30,31050,-14.93,VCP Pattern Detected
218410,RFHIC,KOSDAQ,63200,7,"[13.4, 15.1, 29.4, 5.1, 9.8, 10.3, 9.0]",8.99,False,1.53,50,30,50600,-19.94,VCP Pattern Detected
088350,한화생명,KOSPI,6600,7,"[12.5, 0.0, 5.5, 10.2, 4.0, 10.5, 5.8]",5.76,False,5.26,50,60,3385,-48.71,VCP Pattern Detected
452260,한화갤러리아,KOSPI,2930,9,"[3.8, 4.0, 5.3, 4.8, 0.0, 1.8, 22.1, 20.1, 7.4]",7.38,False,1.23,50,30,2235,-23.72,VCP Pattern Detected
003160,디아이,KOSPI,36400,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,False,0.99,50,30,37200,2.2,VCP Pattern Detected
365270,큐라클,KOSDAQ,16500,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,0.88,50,60,12780,-22.55,VCP Pattern Detected
189300,인텔리안테크,KOSDAQ,121500,6,"[9.7, 4.6, 24.0, 5.5, 8.1, 7.8]",7.82,False,1.21,50,30,74200,-38.93,VCP Pattern Detected
222080,씨아이에스,KOSDAQ,13830,6,"[5.0, 7.4, 14.2, 9.9, 15.6, 5.6]",5.58,False,1.71,50,60,6990,-49.46,VCP Pattern Detected
011500,한농화성,KOSPI,24650,5,"[4.5, 17.3, 12.4, 5.9, 5.6]",5.58,False,0.98,50,60,26000,5.48,VCP Pattern Detected
010950,S-Oil,KOSPI,120000,5,"[5.1, 4.1, 14.8, 7.1, 7.7]",7.74,False,1.09,50,10,105900,-11.75,VCP Pattern Detected
047810,한국항공우주,KOSPI,177900,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,False,1.06,50,10,171200,-3.77,VCP Pattern Detected
010780,아이에스동서,KOSPI,32050,5,"[13.4, 8.7, 6.7, 15.4, 6.8]",6.78,False,1.22,50,30,23600,-26.37,VCP Pattern Detected
030210,다올투자증권,KOSPI,5080,8,"[3.4, 8.5, 7.3, 11.6, 2.8, 2.1, 6.0, 5.9]",5.92,False,4.96,50,60,4140,-18.5,VCP Pattern Detected
240810,원익IPS,KOSDAQ,119300,5,"[5.3, 5.8, 20.9, 10.6, 8.8]",8.83,False,0.89,50,30,80400,-32.61,VCP Pattern Detected
079000,와토스코리아,KOSDAQ,11480,8,"[11.1, 6.5, 0.9, 0.0, 1.3, 0.5, 10.0, 6.0]",6.0,False,4.84,50,30,7000,-39.02,VCP Pattern Detected
005440,현대지에프홀딩스,KOSPI,14340,5,"[4.5, 16.9, 9.3, 11.2, 9.6]",9.6,False,6.33,50,30,8750,-38.98,VCP Pattern Detected
011930,신성이엔지,KOSPI,2320,7,"[7.2, 6.3, 26.1, 5.0, 3.0, 8.0, 5.5]",5.54,False,1.68,50,60,1662,-28.36,VCP Pattern Detected
006800,미래에셋증권,KOSPI,70900,6,"[3.3, 10.7, 16.5, 14.5, 9.1, 5.6]",5.57,False,1.29,50,60,28700,-59.52,VCP Pattern Detected
482630,삼양엔씨켐,KOSDAQ,22650,4,"[7.1, 23.4, 18.1, 14.7]",14.73,False,0.9,40,30,14425,-36.31,VCP Pattern Detected
095610,테스,KOSDAQ,73800,8,"[5.8, 7.9, 3.3, 20.2, 18.0, 11.6, 19.8, 11.1]",11.08,False,0.94,30,30,72200,-2.17,VCP Pattern Detected
036540,SFA반도체,KOSDAQ,7310,9,"[5.5, 8.6, 8.1, 2.8, 6.5, 22.2, 10.6, 10.3, 12.1]",12.12,False,1.31,30,10,7840,7.25,VCP Pattern Detected
420770,기가비스,KOSDAQ,59000,5,"[3.9, 18.8, 14.8, 16.3, 11.8]",11.83,False,0.88,30,30,65100,10.34,VCP Pattern Detected
319660,피에스케이,KOSDAQ,60600,8,"[5.9, 10.7, 26.8, 4.1, 10.1, 0.0, 11.5, 12.7]",12.68,False,0.86,30,10,61500,1.49,VCP Pattern Detected
032820,우리기술,KOSDAQ,14850,5,"[8.9, 12.1, 6.4, 31.3, 10.1]",10.14,False,2.74,30,30,4045,-72.76,VCP Pattern Detected
077360,덕산하이메탈,KOSDAQ,12900,10,"[6.3, 13.3, 6.9, 8.1, 27.6, 3.1, 5.1, 6.2, 10.4, 12.4]",12.44,False,1.33,30,10,11900,-7.75,VCP Pattern Detected
327260,RF머트리얼즈,KOSDAQ,45000,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,1.15,30,30,25550,-43.22,VCP Pattern Detected
171090,선익시스템,KOSDAQ,131000,5,"[22.8, 6.9, 3.5, 17.6, 10.5]",10.49,False,1.9,30,30,64800,-50.53,VCP Pattern Detected
187660,현대ADM,KOSDAQ,9280,7,"[19.6, 9.4, 8.9, 24.9, 18.7, 20.8, 11.2]",11.24,False,5.67,30,30,3380,-63.58,VCP Pattern Detected
221800,유투바이오,KOSDAQ,19070,6,"[1.7, 7.2, 20.4, 41.8, 21.7, 10.2]",10.22,False,2.8,30,30,4990,-73.83,VCP Pattern Detected
347700,스피어,KOSDAQ,45650,6,"[16.5, 28.2, 17.9, 7.4, 16.8, 11.3]",11.27,False,0.95,30,30,19250,-57.83,VCP Pattern Detected
267250,HD현대,KOSPI,292000,5,"[8.3, 6.8, 16.9, 14.1, 14.1]",14.07,False,1.28,30,30,259500,-11.13,VCP Pattern Detected
042700,한미반도체,KOSPI,200500,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,False,0.92,30,10,211000,5.24,VCP Pattern Detected
084370,유진테크,KOSDAQ,135500,6,"[5.8, 27.1, 11.0, 3.5, 17.6, 13.1]",13.06,False,1.18,30,30,111000,-18.08,VCP Pattern Detected
