ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
127120,제이에스링크,KOSDAQ,38200,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,True,0.74,60,50,31050,-18.72,VCP Pattern Detected,Classic
012450,한화에어로스페이스,KOSPI,1465000,8,"[17.6, 6.7, 11.4, 17.0, 11.4, 7.5, 16.5, 3.9]",3.86,False,1.47,50,60,1242000,-15.22,VCP Pattern Detected,Classic
272210,한화시스템,KOSPI,152300,7,"[15.5, 16.7, 16.5, 7.5, 9.2, 17.6, 5.1]",5.06,False,1.14,40,60,116500,-23.51,VCP Pattern Detected,Classic
036170,에이치엠넥스,KOSDAQ,5200,6,"[6.5, 5.1, 9.1, 4.7, 21.1, 9.9]",9.9,False,1.61,40,30,1798,-65.42,VCP Pattern Detected,Classic
138080,오이솔루션,KOSDAQ,32050,7,"[12.2, 14.8, 14.7, 4.3, 12.8, 11.4, 5.5]",5.54,False,4.42,40,60,16980,-47.02,VCP Pattern Detected,Classic
420770,기가비스,KOSDAQ,76500,4,"[18.8, 14.8, 16.3, 11.8]",11.83,False,0.83,40,30,65100,-14.9,VCP Pattern Detected,Classic
267250,HD현대,KOSPI,276500,5,"[6.8, 16.9, 14.1, 14.1, 12.2]",12.25,True,0.71,40,50,298000,7.78,VCP Pattern Detected,Classic
010820,퍼스텍,KOSPI,7320,8,"[9.3, 0.0, 22.9, 6.9, 6.1, 7.8, 10.3, 5.6]",5.58,False,2.59,40,60,4840,-33.88,VCP Pattern Detected,Classic
042700,한미반도체,KOSPI,317000,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,True,0.59,40,30,211000,-33.44,VCP Pattern Detected,Classic
327260,RF머트리얼즈,KOSDAQ,64400,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,2.04,20,30,25550,-60.33,VCP Pattern Detected,Classic
040160,누리플렉스,KOSDAQ,9500,6,"[22.1, 0.0, 13.1, 8.3, 12.6, 15.0]",14.98,False,1.12,20,10,9410,-0.95,VCP Pattern Detected,Classic
322000,HD현대에너지솔루션,KOSPI,130700,7,"[13.5, 31.7, 13.6, 10.2, 0.5, 12.8, 13.2]",13.17,False,3.25,20,10,89600,-31.45,VCP Pattern Detected,Classic
218410,RFHIC,KOSDAQ,84100,8,"[13.4, 15.1, 29.4, 5.1, 9.8, 10.3, 9.0, 10.1]",10.13,False,2.5,20,10,63200,-24.85,VCP Pattern Detected,Classic
331920,셀레믹스,KOSDAQ,6370,6,"[6.9, 12.6, 7.4, 11.0, 17.1, 10.5]",10.51,False,0.86,20,30,5140,-19.31,VCP Pattern Detected,Classic
036930,주성엔지니어링,KOSDAQ,66100,5,"[5.5, 7.2, 17.3, 12.3, 11.6]",11.59,False,1.61,20,30,34950,-47.13,VCP Pattern Detected,Classic
031980,피에스케이홀딩스,KOSDAQ,102300,7,"[8.2, 17.9, 18.6, 11.8, 7.0, 13.8, 12.7]",12.69,False,1.16,20,30,90600,-11.44,VCP Pattern Detected,Classic
000440,중앙에너비스,KOSDAQ,31300,9,"[5.2, 7.4, 7.8, 3.9, 6.7, 3.9, 6.3, 10.5, 11.9]",11.89,False,5.46,20,10,32800,4.79,VCP Pattern Detected,Classic
900290,GRT,KOSDAQ,7010,7,"[9.0, 5.1, 0.0, 7.8, 9.0, 14.4, 10.5]",10.53,False,1.53,20,30,3895,-44.44,VCP Pattern Detected,Classic
388790,라이콤,KOSDAQ,4900,6,"[3.1, 6.4, 4.7, 8.1, 14.3, 10.3]",10.34,False,3.88,20,30,3190,-34.9,VCP Pattern Detected,Classic
