ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
090710,휴림로봇,KOSDAQ,15190,9,"[4.1, 13.5, 5.7, 35.4, 5.9, 12.7, 0.0, 37.9, 4.6]",4.57,True,0.43,80,80,14670,-3.42,VCP Pattern Detected,Classic
45226K,한화갤러리아우,KOSPI,10600,9,"[1.1, 6.5, 11.5, 2.4, 3.7, 49.4, 0.0, 36.8, 9.7]",9.67,True,0.44,70,50,11070,4.43,VCP Pattern Detected,Classic
052690,한전기술,KOSPI,160500,4,"[22.7, 14.1, 13.3, 4.4]",4.42,False,1.03,70,60,151700,-5.48,VCP Pattern Detected,Classic
307950,현대오토에버,KOSPI,432500,7,"[14.0, 19.9, 4.1, 14.7, 13.5, 19.1, 5.2]",5.15,True,0.24,70,80,456000,5.43,VCP Pattern Detected,Classic
180400,DXVX,KOSDAQ,4960,9,"[13.6, 14.8, 10.0, 0.0, 20.3, 7.0, 10.1, 16.8, 9.3]",9.29,True,0.46,70,50,4090,-17.54,VCP Pattern Detected,Classic
010120,LSELECTRIC,KOSPI,746000,8,"[0.0, 13.6, 9.9, 7.8, 13.8, 12.2, 6.4, 7.1]",7.05,True,0.67,60,30,539000,-27.75,VCP Pattern Detected,Classic
003160,디아이,KOSPI,36450,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,True,0.7,60,50,37200,2.06,VCP Pattern Detected,Classic
103590,일진전기,KOSPI,82200,4,"[13.1, 20.9, 12.9, 6.5]",6.46,False,1.29,60,30,63500,-22.75,VCP Pattern Detected,Classic
005935,삼성전자우,KOSPI,140900,3,"[13.2, 8.8, 6.8]",6.8,False,1.32,60,30,120600,-14.41,VCP Pattern Detected,Classic
101490,에스앤에스텍,KOSDAQ,90000,6,"[9.5, 11.9, 28.0, 16.8, 10.3, 5.7]",5.66,True,0.7,60,80,93700,4.11,VCP Pattern Detected,Classic
005440,현대지에프홀딩스,KOSPI,18750,4,"[16.9, 9.3, 11.2, 9.6]",9.6,False,4.65,60,30,8750,-53.33,VCP Pattern Detected,Classic
010690,화신,KOSPI,13150,4,"[13.3, 8.6, 14.7, 9.1]",9.1,False,2.45,60,30,9780,-25.63,VCP Pattern Detected,Classic
036580,팜스코,KOSPI,4050,8,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4]",8.45,True,0.77,60,30,3965,-2.1,VCP Pattern Detected,Classic
298020,효성티앤씨,KOSPI,378000,7,"[9.1, 10.5, 6.2, 1.4, 0.0, 10.7, 8.8]",8.81,True,0.72,60,50,414500,9.66,VCP Pattern Detected,Classic
014790,HLDI,KOSPI,3975,6,"[11.7, 7.5, 1.9, 10.8, 7.0, 4.6]",4.64,False,2.31,50,60,2800,-29.56,VCP Pattern Detected,Classic
028050,삼성EA,KOSPI,36500,8,"[4.0, 5.3, 15.7, 4.6, 5.4, 8.1, 4.1, 4.2]",4.2,False,0.81,50,40,32150,-11.92,VCP Pattern Detected,Classic
049800,우진플라임,KOSPI,2880,5,"[0.5, 2.3, 9.0, 7.2, 3.9]",3.88,False,1.85,50,60,1957,-32.05,VCP Pattern Detected,Classic
001500,현대차증권,KOSPI,12470,7,"[9.8, 10.7, 8.4, 4.1, 2.7, 4.0, 4.6]",4.55,False,7.13,50,40,9670,-22.45,VCP Pattern Detected,Classic
123750,알톤,KOSDAQ,2690,7,"[2.6, 3.0, 20.2, 9.7, 5.8, 17.4, 14.5]",14.47,True,0.43,50,50,3145,16.91,VCP Pattern Detected,Classic
032830,삼성생명,KOSPI,224000,7,"[6.7, 6.2, 7.7, 14.0, 4.1, 4.6, 4.4]",4.41,False,1.69,50,60,165400,-26.16,VCP Pattern Detected,Classic
035810,이지홀딩스,KOSDAQ,8530,8,"[5.6, 1.9, 5.8, 4.9, 0.4, 6.9, 3.5, 3.3]",3.28,False,6.6,50,60,5480,-35.76,VCP Pattern Detected,Classic
047040,대우건설,KOSPI,8110,5,"[6.9, 3.6, 14.7, 5.3, 5.0]",4.95,False,2.41,50,60,3835,-52.71,VCP Pattern Detected,Classic
009290,광동제약,KOSPI,10160,5,"[8.8, 6.8, 2.5, 5.9, 2.7]",2.74,False,8.06,50,80,5850,-42.42,VCP Pattern Detected,Classic
244920,에이플러스에셋,KOSPI,14780,6,"[4.7, 11.2, 18.2, 5.8, 9.2, 4.5]",4.45,False,0.81,50,60,11000,-25.58,VCP Pattern Detected,Classic
005960,동부건설,KOSPI,9960,5,"[18.1, 9.4, 8.8, 10.9, 4.9]",4.89,False,3.42,50,60,5520,-44.58,VCP Pattern Detected,Classic
064850,에프앤가이드,KOSDAQ,16110,7,"[6.0, 5.1, 3.5, 5.9, 2.8, 5.0, 3.9]",3.87,False,2.47,50,60,9050,-43.82,VCP Pattern Detected,Classic
127120,제이에스링크,KOSDAQ,35700,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,False,0.98,40,30,31050,-13.03,VCP Pattern Detected,Classic
080220,제주반도체,KOSDAQ,44800,9,"[8.7, 10.2, 9.2, 0.0, 13.9, 7.2, 12.0, 6.1, 5.7]",5.71,False,1.2,40,60,47300,5.58,VCP Pattern Detected,Classic
241520,DSC인베스트먼트,KOSDAQ,18620,7,"[7.5, 9.0, 9.2, 18.8, 4.5, 9.7, 9.5]",9.47,False,3.32,40,30,7920,-57.47,VCP Pattern Detected,Classic
365270,큐라클,KOSDAQ,16270,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,1.03,40,60,12780,-21.45,VCP Pattern Detected,Classic
079000,와토스코리아,KOSDAQ,11000,8,"[11.1, 6.5, 0.9, 0.0, 1.3, 0.5, 10.0, 6.0]",6.0,False,4.97,40,30,7000,-36.36,VCP Pattern Detected,Classic
