ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
12610,경인양행,2026-01-28,4835.0,7.44,86.5,60.0,2012.0,13.07,0.8299999833106995,370.0,5828.0,1.0299999713897705,50.0,-0.2,9.92,-10.57,-0.84,19.56,-19.81,-4.09,-2.2,6.01,-2.88,-14.92,18.36,-0.12,-19.68,20.0
720,현대건설,2026-01-28,105700.0,-0.19,72.4,40.0,117703.0,0.0,1.4800000190734863,0.0,71394.0,0.5699999928474426,600.0,-1118.6,535.37,575.45,-641.63,2655.62,-1985.6,-822.8,2821.8,-1940.94,1539.55,3485.66,-5011.13,2381.19,-217.09,-2151.12
457190,이수스페셜티케미컬,2026-01-28,106300.0,1.92,63.4,60.0,32111.0,296.93,26.15999984741211,358.0,4063.0,0.0,0.0,-4.17,-73.38,44.25,175.18,77.3,-169.56,210.69,-118.51,-13.02,270.23,385.58,-593.33,293.28,469.52,-595.47
990,DB하이텍,2026-01-28,104700.0,9.52,83.7,75.0,45549.0,18.97,2.220000028610229,5520.0,47181.0,1.1699999570846558,1230.0,-181.95,193.72,-6.69,404.33,226.36,-634.32,729.3,403.49,-1065.45,851.16,526.62,-1325.62,1580.37,1531.86,-3075.88
204320,HL만도,2026-01-28,64300.0,-0.46,0.0,60.0,30193.0,23.24,1.2000000476837158,2767.0,53635.0,1.090000033378601,700.0,-335.53,-340.88,623.75,-157.03,-648.98,681.36,117.49,-2873.66,2642.87,448.29,-3450.9,2853.95,231.08,-3180.08,2791.47
56080,유진로봇,2026-01-28,34000.0,7.42,100.0,40.0,12754.0,0.0,35.709999084472656,0.0,952.0,0.0,0.0,282.39,52.64,-326.02,685.75,91.45,-774.69,740.28,-174.46,-558.07,819.66,104.22,-926.02,848.86,50.3,-903.97
376270,HEM파마,2026-01-28,87700.0,7.34,74.1,40.0,6277.0,0.0,23.34000015258789,0.0,3757.0,0.0,0.0,12.8,-0.71,4.12,37.47,-2.55,14.89,27.01,-25.59,68.55,16.19,-10.95,237.39,8.53,-0.29,273.27
454910,두산로보틱스,2026-01-28,120400.0,1.52,87.2,40.0,78043.0,0.0,19.38999938964844,0.0,6210.0,0.0,0.0,175.9,25.11,-189.08,812.35,227.25,-997.1,888.5,444.91,-1289.91,1072.65,661.49,-1703.7,1284.72,503.95,-1766.92
42700,한미반도체,2026-01-28,182000.0,4.12,21.0,95.0,173468.0,114.54,31.940000534057617,1589.0,5698.0,0.4000000059604645,720.0,-709.93,134.14,548.66,-482.94,-275.5,703.27,1102.47,2688.0,-3777.91,1616.8,1093.89,-2627.51,4187.96,569.26,-4722.3
464080,에스오에스랩,2026-01-28,25750.0,-1.53,78.5,40.0,4583.0,0.0,14.239999771118164,0.0,1808.0,0.0,0.0,26.42,-12.3,-14.67,65.04,-37.36,-27.43,57.72,-37.28,-16.66,64.43,14.19,-73.92,64.61,-7.98,-53.4
