ticker,name,title,pub_date,link,description,score
009290,광동제약,“경영 불확실성 증폭에”…대표이사 재선임하고 신사업 추가,2026-03-20 07:04,https://www.sedaily.com/article/20021739?ref=naver,26일에는 SK바이오팜 ·JW중외제약·한독·대웅제약·종근당·GC녹십자·동아쏘시오홀딩스·동화약품·광동제약·대원제약·일동제약 등이 일제히 주총을 연다. 한미약품과 보령 등이 31일에 주총을 열어 3월 말까지 업계... ,0.85
009290,광동제약,제약·바이오 주총시즌 개막…약가·공급망 불확실성 속 '경영 안정' 무...,2026-03-15 14:03,https://www.mt.co.kr/thebio/2026/03/16/2026031512455454947,"동화약품, 광동제약, 대원제약, 일동제약(이상 26일) 그리고 한미약품, 보령(31일) 등 이달 말까지 제약·바이오 주총 시즌이 이어진다. 올해 주총 시즌의 관전 포인트 중 하나는 '대표 재선임'이다. 가장 먼저 주총을 여는... ",0.85
009290,광동제약,상법 다음은 주가 누르기 방지법…오너 일색 제약·바이오 '고심',2026-03-17 07:15,https://www.news1.kr/bio/pharmaceutical-bio/6103202,"중견사로 꼽히는 광동제약도 PBR이 0.65배에 그쳤다. PBR이 낮다는 것 자체가 고의로 주가를 억누른다고 단정하는 건 불가능하다. 제약 바이오 업계 특성상 시장의 흐름에 예민하게 반응하는 데다, 현금 흐름도 일정치... ",0.8
138490,코오롱ENP,"코오롱인더, 전자소재 포트폴리오 확대 긍정적…목표가 39%↑-IBK",2026-03-17 07:50,http://www.edaily.co.kr/news/newspath.asp?newsid=02801126645384304,"이 연구원은 “산업자재 부문 영업이익은 154억원으로 전 분기 대비 흑자 전환이 전망된다”며 “코오롱글로텍, 코오롱ENP 등 자회사에서 발생했던 일회성 비용이 제거되고 타이어코드 스팟 가격 상승과 아라미드... ",0.85
138490,코오롱ENP,"수소에너지·수소차·연료전지 관련주, '싱글벙글' 에스에너지·국일제...",2026-03-20 18:16,http://www.finomy.com/news/articleView.html?idxno=251790,"평화홀딩스, 코오롱ENP, 아이에스티이, 삼화전자, 상아프론테크 등은 상승했다. 하지만 덕양에너젠, 디아이티, 엘티씨, 코오롱인더, SJG세종, 현대차, 원익머트리얼즈, 기아, 삼영에스앤씨, 일지테크, 시노펙스... ",0.7
138490,코오롱ENP,"""4월, 전례 없는 화학 대란 터진다?""... 호르무즈 봉쇄에 DL 주가 방긋",2026-03-20 14:02,https://www.pinpointnews.co.kr/news/articleView.html?idxno=438565,"이어 원풍, 아모그린텍, 코오롱ENP를 비롯해 세우글로벌, 케이피엠테크, 케이디켐, SB성보가 뒤를 잇고 있다. 탄소 저감 기술력을 보유한 그린케미칼과 광학 필름 전문 기업 상보 역시 가파른 오름세를 보이고 있다.... ",0.7
289080,SV인베스트먼트,"코로나19·진단·치료제·백신개발 관련주, '웃음' 나노엔텍·샤페론·케...",2026-03-20 18:06,http://www.finomy.com/news/articleView.html?idxno=251786,"SV인베스트먼트는 2018년 코스닥시장에 상장한 벤처캐피탈 기업이다. 연기금, 금융기관 등으로부터 투자재원을 조달하여 성장성 높은 중소벤처기업을 발굴·평가하고, 전략·영업·재무 등 경영활동을 적극 지원하여... ",0.7
289080,SV인베스트먼트,"[더벨][LP Radar] 경찰공제회 VC 출자사업, K2인베·우리벤처·SBVA 선정",2026-03-20 07:02,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202603191051248720108452,"이 가운데 SBVA, K2인베스트먼트파트너스, 우리벤처파트너스, SV인베스트먼트, KB인베스트먼트, 키움인베스트먼트 등이 숏리스트에 포함됐으며 이 가운데 3곳이 낙점됐다. 경찰공제회는 이번 출자를 통해 총... ",0.7
289080,SV인베스트먼트,금융사 뛰어든 웹3…선발 투자자는 이미 엑시트,2026-03-19 16:34,https://www.decenter.kr/article/20021585?ref=naverdc,"당시 SV인베스트먼트 주도로 KB인베스트먼트, 하나증권, NH투자증권 등은 논스클래식에 총 42억 원 규모의 투자를 진행했다. 논스클래식은 초기 단계 웹3 프로젝트를 발굴·육성하는 액셀러레이터다. 다수 프로젝트에 분산... ",0.7
004560,현대비앤지스틸,故 정주영 회장 25주기 추모제사 참석하는 범현대家,2026-03-20 20:10,https://www.news1.kr/photos/7808925,"사진 왼쪽 위 부터 시계방향으로 정의선 현대자동차그룹 회장, 정기선 HD현대 회장, 정몽준 아산재단 이사장, 정몽규 HDC그룹 회장, 정일선 현대비앤지스틸 사장, 현정은 현대그룹 회장, 정몽윤 현대해상화재보험 회장... ",0.8
