ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
024060,흥구석유,KOSDAQ,27600,7,"[4.9, 3.6, 6.1, 3.9, 6.1, 17.2, 14.6]",14.62,False,3.03,20,30,15390,-44.24,VCP Pattern Detected,Classic
042700,한미반도체,KOSPI,333500,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,False,1.57,20,10,211000,-36.73,VCP Pattern Detected,Classic
267250,HD현대,KOSPI,279000,6,"[8.3, 6.8, 16.9, 14.1, 14.1, 12.2]",12.25,False,1.38,20,30,298000,6.81,VCP Pattern Detected,Classic
900290,GRT,KOSDAQ,6740,7,"[9.0, 5.1, 0.0, 7.8, 9.0, 14.4, 10.5]",10.53,False,2.5,20,30,3895,-42.21,VCP Pattern Detected,Classic
327260,RF머트리얼즈,KOSDAQ,51900,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,1.66,20,30,25550,-50.77,VCP Pattern Detected,Classic
218410,RFHIC,KOSDAQ,71500,8,"[13.4, 15.1, 29.4, 5.1, 9.8, 10.3, 9.0, 10.1]",10.13,False,1.8,20,10,63200,-11.61,VCP Pattern Detected,Classic
322000,HD현대에너지솔루션,KOSPI,117100,7,"[13.5, 31.7, 13.6, 10.2, 0.5, 12.8, 13.2]",13.17,False,4.27,20,10,89600,-23.48,VCP Pattern Detected,Classic
319660,피에스케이,KOSDAQ,71400,7,"[10.7, 26.8, 4.1, 10.1, 0.0, 11.5, 12.7]",12.68,False,1.35,20,10,61500,-13.87,VCP Pattern Detected,Classic
084370,유진테크,KOSDAQ,148000,6,"[5.8, 27.1, 11.0, 3.5, 17.6, 13.1]",13.06,False,1.09,20,30,111000,-25.0,VCP Pattern Detected,Classic
178320,서진시스템,KOSDAQ,46650,5,"[6.9, 28.2, 11.3, 11.6, 11.0]",11.01,False,2.88,20,30,39950,-14.36,VCP Pattern Detected,Classic
006400,삼성SDI,KOSPI,410500,5,"[3.8, 9.3, 16.0, 17.3, 11.5]",11.48,False,1.16,20,30,396500,-3.41,VCP Pattern Detected,Classic
