ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
047040,대우건설,KOSPI,8770,4,"[3.6, 14.7, 5.3, 5.0]",4.95,False,1.34,70,60,3835,-56.27,VCP Pattern Detected,Classic
103590,일진전기,KOSPI,82100,3,"[20.9, 12.9, 6.5]",6.46,False,0.92,60,30,63500,-22.66,VCP Pattern Detected,Classic
010690,화신,KOSPI,12800,4,"[13.3, 8.6, 14.7, 9.1]",9.1,False,1.4,60,30,9780,-23.59,VCP Pattern Detected,Classic
024740,한일단조,KOSDAQ,3720,11,"[2.9, 6.2, 5.8, 0.0, 0.7, 3.7, 0.0, 5.9, 2.5, 5.8, 4.0]",3.97,False,4.99,50,60,2390,-35.75,VCP Pattern Detected,Classic
012450,한화에어로스페이스,KOSPI,1481000,9,"[3.6, 17.6, 6.7, 11.4, 17.0, 11.4, 7.5, 16.5, 3.9]",3.86,False,2.89,50,60,1242000,-16.14,VCP Pattern Detected,Classic
013520,화승코퍼레이션,KOSPI,3055,5,"[16.4, 5.3, 12.6, 4.8, 4.8]",4.8,False,3.44,50,40,2710,-11.29,VCP Pattern Detected,Classic
138490,코오롱ENP,KOSPI,11770,7,"[3.8, 8.7, 16.5, 5.1, 10.1, 9.2, 9.8]",9.79,False,0.98,40,10,11850,0.68,VCP Pattern Detected,Classic
064760,티씨케이,KOSDAQ,260000,6,"[19.4, 17.4, 7.5, 9.9, 14.1, 9.7]",9.73,False,1.5,40,30,221000,-15.0,VCP Pattern Detected,Classic
037350,성도이엔지,KOSDAQ,11400,7,"[5.0, 11.2, 5.5, 6.1, 9.1, 17.3, 7.0]",7.01,False,4.32,40,30,7420,-34.91,VCP Pattern Detected,Classic
127120,제이에스링크,KOSDAQ,39650,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,False,0.97,40,30,31050,-21.69,VCP Pattern Detected,Classic
420770,기가비스,KOSDAQ,71300,4,"[18.8, 14.8, 16.3, 11.8]",11.83,False,1.03,40,30,65100,-8.7,VCP Pattern Detected,Classic
365270,큐라클,KOSDAQ,16650,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,1.08,40,60,12780,-23.24,VCP Pattern Detected,Classic
272210,한화시스템,KOSPI,158900,8,"[3.5, 15.5, 16.7, 16.5, 7.5, 9.2, 17.6, 5.1]",5.06,False,2.13,40,60,116500,-26.68,VCP Pattern Detected,Classic
052690,한전기술,KOSPI,155400,4,"[22.7, 14.1, 13.3, 12.4]",12.39,False,0.8,40,30,151700,-2.38,VCP Pattern Detected,Classic
047810,한국항공우주,KOSPI,183300,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,False,1.6,40,10,171200,-6.6,VCP Pattern Detected,Classic
010820,퍼스텍,KOSPI,9020,9,"[11.0, 9.3, 0.0, 22.9, 6.9, 6.1, 7.8, 10.3, 5.6]",5.58,False,3.7,40,60,4840,-46.34,VCP Pattern Detected,Classic
000720,현대건설,KOSPI,156800,6,"[11.5, 8.9, 15.8, 9.0, 11.9, 9.5]",9.52,False,1.66,40,30,109200,-30.36,VCP Pattern Detected,Classic
036170,에이치엠넥스,KOSDAQ,3300,7,"[5.6, 6.5, 5.1, 9.1, 4.7, 21.1, 9.9]",9.9,False,1.62,40,30,1798,-45.52,VCP Pattern Detected,Classic
010950,S-Oil,KOSPI,129700,6,"[5.1, 4.1, 14.8, 7.1, 7.7, 8.3]",8.33,False,6.16,40,10,120000,-7.48,VCP Pattern Detected,Classic
006340,대원전선,KOSPI,5520,10,"[1.8, 4.3, 7.1, 21.5, 7.9, 11.8, 12.5, 8.9, 7.2, 7.0]",7.05,False,2.04,40,30,3830,-30.62,VCP Pattern Detected,Classic
031980,피에스케이홀딩스,KOSDAQ,117300,7,"[8.2, 17.9, 18.6, 11.8, 7.0, 13.8, 12.7]",12.69,False,1.52,20,30,90600,-22.76,VCP Pattern Detected,Classic
040160,누리플렉스,KOSDAQ,9250,6,"[22.1, 0.0, 13.1, 8.3, 12.6, 15.0]",14.98,False,1.24,20,10,9410,1.73,VCP Pattern Detected,Classic
036930,주성엔지니어링,KOSDAQ,67100,5,"[5.5, 7.2, 17.3, 12.3, 11.6]",11.59,False,2.33,20,30,34950,-47.91,VCP Pattern Detected,Classic
