ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
036170,에이치엠넥스,2026-03-12,5200.0,17.12,68.5,40.0,3363,57.68,2.52,95,2174,0.0,0,0.0,9.33,-9.33,0.05,4.36,-4.42,0.05,4.64,-4.69,0.02,6.65,-6.67,-1.32,7.88,-6.56
218410,RFHIC,2026-03-12,84100.0,-6.14,0.0,40.0,22517,142.04,6.68,597,12694,0.47,0,110.13,-687.96,577.83,231.99,-392.28,160.29,422.8,12.79,-435.59,337.91,227.07,-564.98,535.44,226.74,-762.17
457190,이수스페셜티케미컬,2026-03-12,97400.0,-0.51,0.0,40.0,28073,1308.45,21.66,71,4289,0.0,0,-130.21,-237.88,368.09,-110.5,-343.64,454.15,-225.03,-288.93,513.96,-102.63,-231.87,334.5,-22.38,257.34,-234.96
010820,퍼스텍,2026-03-12,7320.0,-4.56,0.0,95.0,3565,24.21,5.03,302,1453,0.0,0,0.33,-26.23,25.9,-2.05,-191.83,193.87,-2.48,-187.2,189.68,-2.24,-257.98,260.22,0.91,-267.48,266.58
331920,셀레믹스,2026-03-12,6370.0,4.6,26.3,20.0,514,0.0,2.15,-1539,2930,0.0,0,-1.87,0.07,1.8,1.59,-2.06,0.46,12.55,-0.22,-12.33,12.55,0.02,-12.58,12.11,0.44,-12.56
000440,중앙에너비스,2026-03-12,31300.0,8.3,24.7,20.0,1909,0.0,2.62,-203,11698,1.15,0,0.0,6.35,-6.35,0.0,-26.25,26.25,0.0,-7.88,7.88,0.0,-16.53,16.53,-0.44,-4.85,5.28
244920,에이플러스에셋,2026-03-12,11870.0,-4.51,90.5,75.0,2849,14.29,1.77,882,7118,2.38,0,-2.05,1.04,1.02,36.14,23.64,-59.78,-3.15,94.96,-91.81,36.69,166.98,-203.67,120.07,185.75,-305.81
042700,한미반도체,2026-03-12,317000.0,1.44,94.7,95.0,291179,121.66,44.13,2511,6922,0.26,0,919.87,-1293.88,374.02,5359.02,2621.2,-7980.22,8844.58,1654.16,-10498.74,9628.06,4572.05,-14200.11,11700.11,1647.25,-13347.37
006340,대원전선,2026-03-12,5870.0,8.1,0.0,60.0,4689,42.11,3.94,142,1517,0.0,0,-27.04,-89.19,116.23,15.43,-37.45,22.02,9.74,68.42,-78.17,9.71,35.74,-45.45,95.94,-51.7,-44.25
900290,GRT,2026-03-12,7010.0,-1.54,61.6,65.0,5320,6.87,0.52,958,12653,0.88,0,1.2,-2.98,1.79,4.98,14.23,-19.22,5.09,1.02,-6.11,5.09,-4.71,-0.38,5.09,6.5,-11.58
388790,라이콤,2026-03-12,4900.0,11.49,91.7,20.0,1665,0.0,8.25,-87,659,0.0,0,22.69,-14.85,-7.84,22.69,1.28,-23.97,22.81,1.49,-24.31,22.62,7.17,-29.79,22.62,9.8,-32.42
138080,오이솔루션,2026-03-12,32050.0,4.57,100.0,20.0,4320,0.0,5.99,-2157,5984,0.0,0,167.66,-86.74,-80.92,177.54,-94.09,-83.44,171.63,-61.05,-110.59,145.25,-25.4,-119.84,70.85,27.63,-98.48
000990,DB하이텍,2026-03-12,85900.0,1.06,43.4,75.0,37631,15.63,1.69,5533,51183,0.94,0,124.2,-177.11,52.92,762.32,-713.06,-49.26,1493.99,-1441.8,-52.19,1959.53,-1086.71,-872.81,2354.48,27.28,-2381.76
012610,경인양행,2026-03-12,4200.0,1.2,87.9,40.0,1717,22.42,0.71,184,5809,1.21,0,-3.74,6.72,-2.98,-3.92,29.93,-26.01,-4.51,72.78,-68.28,-5.53,78.03,-72.5,-2.82,53.25,-50.43
420770,기가비스,2026-03-12,76500.0,-1.16,100.0,40.0,9165,224.53,4.61,322,15683,1.11,0,112.09,-40.78,-71.31,308.62,-36.85,-271.78,433.14,-94.26,-338.89,538.88,3.15,-542.03,511.32,39.23,-550.54
036930,주성엔지니어링,2026-03-12,66100.0,-1.34,2.1,75.0,31244,50.04,5.09,1321,12986,0.08,0,128.93,-478.08,349.15,396.6,-601.41,204.81,1296.18,-957.13,-339.05,1858.76,-1166.1,-692.66,1827.99,-1210.98,-617.02
012450,한화에어로스페이스,2026-03-12,1465000.0,3.9,80.3,95.0,767263,27.2,8.5,54715,175058,0.47,0,583.78,2267.59,-2851.36,1562.29,3235.78,-4798.07,1110.7,-1201.61,90.92,4102.13,3245.39,-7347.52,4398.78,1778.77,-6177.55
452260,한화갤러리아,2026-03-12,2790.0,-2.11,3.4,20.0,5234,0.0,0.67,-180,4029,0.0,0,-0.41,-16.2,16.6,-7.49,-102.0,109.49,-4.44,-33.48,37.92,-5.58,-43.99,49.57,-5.92,-45.77,51.7
322000,HD현대에너지솔루션,2026-03-12,130700.0,24.48,0.0,60.0,13675,44.51,3.43,2743,35597,0.0,0,120.79,-170.51,49.72,32.75,-494.88,462.13,100.16,-349.39,249.23,99.78,-398.8,299.02,407.98,-583.99,176.0
