ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
420770,기가비스,KOSDAQ,70100,4,"[18.8, 14.8, 16.3, 11.8]",11.83,True,0.78,60,50,65100,-7.13,VCP Pattern Detected,Classic
127120,제이에스링크,KOSDAQ,41100,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,True,0.77,60,50,31050,-24.45,VCP Pattern Detected,Classic
012450,한화에어로스페이스,KOSPI,1476000,8,"[17.6, 6.7, 11.4, 17.0, 11.4, 7.5, 16.5, 3.9]",3.86,False,0.9,50,60,1242000,-15.85,VCP Pattern Detected,Classic
042700,한미반도체,KOSPI,300000,6,"[16.0, 10.4, 9.6, 10.1, 11.3, 10.0]",10.04,True,0.44,50,50,333500,11.17,VCP Pattern Detected,Classic
353200,대덕전자,KOSPI,67000,9,"[11.3, 9.8, 14.9, 3.5, 12.4, 0.0, 4.5, 22.9, 9.7]",9.75,False,0.88,40,30,66700,-0.45,VCP Pattern Detected,Classic
267250,HD현대,KOSPI,263000,5,"[6.8, 16.9, 14.1, 14.1, 12.2]",12.25,True,0.65,40,50,298000,13.31,VCP Pattern Detected,Classic
036170,에이치엠넥스,KOSDAQ,5250,6,"[6.5, 5.1, 9.1, 4.7, 21.1, 9.9]",9.9,False,1.66,40,30,1798,-65.75,VCP Pattern Detected,Classic
263750,펄어비스,KOSDAQ,68500,8,"[5.9, 6.8, 9.7, 0.9, 6.6, 5.4, 8.2, 7.9]",7.91,False,2.07,40,30,53700,-21.61,VCP Pattern Detected,Classic
138080,오이솔루션,KOSDAQ,34150,7,"[12.2, 14.8, 14.7, 4.3, 12.8, 11.4, 5.5]",5.54,False,4.91,40,60,16980,-50.28,VCP Pattern Detected,Classic
388790,라이콤,KOSDAQ,5450,6,"[3.1, 6.4, 4.7, 8.1, 14.3, 10.3]",10.34,False,4.51,20,30,3190,-41.47,VCP Pattern Detected,Classic
900290,GRT,KOSDAQ,6600,7,"[9.0, 5.1, 0.0, 7.8, 9.0, 14.4, 10.5]",10.53,False,1.15,20,30,3895,-40.98,VCP Pattern Detected,Classic
078600,대주전자재료,KOSDAQ,110700,6,"[12.9, 12.0, 23.6, 10.1, 18.6, 10.8]",10.77,False,1.04,20,30,118800,7.32,VCP Pattern Detected,Classic
052020,에스티큐브,KOSDAQ,17100,6,"[16.1, 6.0, 26.7, 10.4, 22.9, 12.6]",12.64,False,2.14,20,30,9100,-46.78,VCP Pattern Detected,Classic
222080,씨아이에스,KOSDAQ,13170,7,"[7.4, 14.2, 9.9, 15.6, 5.6, 25.8, 12.8]",12.78,False,0.95,20,30,15100,14.65,VCP Pattern Detected,Classic
000440,중앙에너비스,KOSDAQ,31200,8,"[7.4, 7.8, 3.9, 6.7, 3.9, 6.3, 10.5, 11.9]",11.89,False,3.82,20,10,32800,5.13,VCP Pattern Detected,Classic
322000,HD현대에너지솔루션,KOSPI,119400,7,"[13.5, 31.7, 13.6, 10.2, 0.5, 12.8, 13.2]",13.17,False,2.22,20,10,89600,-24.96,VCP Pattern Detected,Classic
036930,주성엔지니어링,KOSDAQ,64100,5,"[5.5, 7.2, 17.3, 12.3, 11.6]",11.59,False,1.33,20,30,34950,-45.48,VCP Pattern Detected,Classic
031980,피에스케이홀딩스,KOSDAQ,110000,8,"[8.2, 17.9, 18.6, 11.8, 7.0, 13.8, 12.7, 12.8]",12.79,False,1.0,20,10,117300,6.64,VCP Pattern Detected,Classic
218410,RFHIC,KOSDAQ,79200,7,"[15.1, 29.4, 5.1, 9.8, 10.3, 9.0, 10.1]",10.13,False,2.47,20,10,63200,-20.2,VCP Pattern Detected,Classic
331920,셀레믹스,KOSDAQ,6470,6,"[6.9, 12.6, 7.4, 11.0, 17.1, 10.5]",10.51,False,0.95,20,30,5140,-20.56,VCP Pattern Detected,Classic
327260,RF머트리얼즈,KOSDAQ,65000,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,1.92,20,30,25550,-60.69,VCP Pattern Detected,Classic
040160,누리플렉스,KOSDAQ,10000,6,"[22.1, 0.0, 13.1, 8.3, 12.6, 15.0]",14.98,False,1.43,20,10,9410,-5.9,VCP Pattern Detected,Classic
058470,리노공업,KOSDAQ,112000,8,"[4.3, 1.9, 6.8, 8.0, 13.2, 5.4, 10.6, 11.8]",11.81,False,0.82,20,10,127000,13.39,VCP Pattern Detected,Classic
