ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note
290740,액트로,KOSDAQ,27050,7,"[6.1, 3.0, 2.0, 7.9, 12.9, 20.6, 14.3]",14.31,True,0.5,60,50,30750,13.68,VCP Pattern Detected
482630,삼양엔씨켐,KOSDAQ,40700,4,"[7.1, 23.4, 18.1, 14.7]",14.73,True,0.74,60,50,28850,-29.12,VCP Pattern Detected
005935,삼성전자우,KOSPI,133500,3,"[13.2, 8.8, 6.8]",6.8,False,1.22,60,30,120600,-9.66,VCP Pattern Detected
001500,현대차증권,KOSPI,13800,8,"[1.5, 9.8, 10.7, 8.4, 4.1, 2.7, 4.0, 4.6]",4.55,False,6.34,60,40,9670,-29.93,VCP Pattern Detected
047040,대우건설,KOSPI,7930,5,"[6.9, 3.6, 14.7, 5.3, 5.0]",4.95,False,3.91,60,60,3835,-51.64,VCP Pattern Detected
079000,와토스코리아,KOSDAQ,10810,9,"[3.1, 11.1, 6.5, 0.9, 0.0, 1.3, 0.5, 10.0, 6.0]",6.0,False,4.02,50,30,7000,-35.25,VCP Pattern Detected
240810,원익IPS,KOSDAQ,116900,5,"[5.3, 5.8, 20.9, 10.6, 8.8]",8.83,False,0.89,50,30,80400,-31.22,VCP Pattern Detected
092870,엑시콘,KOSDAQ,29850,7,"[22.9, 12.2, 12.2, 16.4, 11.6, 10.7, 5.6]",5.64,False,1.24,50,60,28350,-5.03,VCP Pattern Detected
319660,피에스케이,KOSDAQ,62800,8,"[5.9, 10.7, 26.8, 4.1, 10.1, 0.0, 11.5, 12.7]",12.68,True,0.78,50,30,61500,-2.07,VCP Pattern Detected
241520,DSC인베스트먼트,KOSDAQ,14060,8,"[4.8, 7.5, 9.0, 9.2, 18.8, 4.5, 9.7, 9.5]",9.47,False,5.65,50,30,7920,-43.67,VCP Pattern Detected
452260,한화갤러리아,KOSPI,2600,9,"[3.8, 4.0, 5.3, 4.8, 0.0, 1.8, 22.1, 20.1, 7.4]",7.38,False,0.94,50,30,2235,-14.04,VCP Pattern Detected
189300,인텔리안테크,KOSDAQ,123600,6,"[9.7, 4.6, 24.0, 5.5, 8.1, 7.8]",7.82,False,1.42,50,30,74200,-39.97,VCP Pattern Detected
298020,효성티앤씨,KOSPI,400500,7,"[9.1, 10.5, 6.2, 1.4, 0.0, 10.7, 8.1]",8.08,False,0.81,50,30,414500,3.5,VCP Pattern Detected
005440,현대지에프홀딩스,KOSPI,14500,5,"[4.5, 16.9, 9.3, 11.2, 9.6]",9.6,False,6.22,50,30,8750,-39.66,VCP Pattern Detected
218410,RFHIC,KOSDAQ,58900,7,"[13.4, 15.1, 29.4, 5.1, 9.8, 10.3, 9.0]",8.99,False,1.32,50,30,50600,-14.09,VCP Pattern Detected
001720,신영증권,KOSPI,240500,9,"[9.4, 14.2, 5.4, 16.9, 4.3, 2.5, 1.0, 9.6, 7.3]",7.34,False,2.21,50,30,192000,-20.17,VCP Pattern Detected
003160,디아이,KOSPI,36550,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,False,1.1,50,30,37200,1.78,VCP Pattern Detected
100790,미래에셋벤처투자,KOSDAQ,23850,7,"[7.5, 11.7, 8.4, 12.5, 43.9, 16.7, 11.5]",11.46,True,0.77,50,50,25300,6.08,VCP Pattern Detected
365270,큐라클,KOSDAQ,14790,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,0.85,50,60,12780,-13.59,VCP Pattern Detected
030210,다올투자증권,KOSPI,5370,8,"[3.4, 8.5, 7.3, 11.6, 2.8, 2.1, 6.0, 5.9]",5.92,False,4.3,50,60,4140,-22.91,VCP Pattern Detected
417010,나노팀,KOSDAQ,13030,9,"[0.0, 7.3, 9.6, 13.9, 12.4, 21.2, 0.0, 15.7, 8.2]",8.17,False,0.88,50,30,13960,7.14,VCP Pattern Detected
047810,한국항공우주,KOSPI,175400,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,False,1.04,50,10,171200,-2.39,VCP Pattern Detected
016610,DB증권,KOSPI,17540,7,"[4.4, 8.2, 4.2, 9.2, 3.4, 9.6, 5.8]",5.81,False,2.55,50,60,13600,-22.46,VCP Pattern Detected
456040,OCI,KOSPI,86900,8,"[8.4, 8.1, 8.3, 3.9, 0.3, 11.6, 7.2, 5.8]",5.79,False,1.63,50,60,79400,-8.63,VCP Pattern Detected
011500,한농화성,KOSPI,25300,5,"[4.5, 17.3, 12.4, 5.9, 5.6]",5.58,False,1.05,50,60,26000,2.77,VCP Pattern Detected
036580,팜스코,KOSPI,4115,8,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4]",8.45,False,1.92,50,10,3965,-3.65,VCP Pattern Detected
010780,아이에스동서,KOSPI,31000,6,"[3.6, 13.4, 8.7, 6.7, 15.4, 6.8]",6.78,False,1.35,50,30,23600,-23.87,VCP Pattern Detected
011930,신성이엔지,KOSPI,2355,7,"[7.2, 6.3, 26.1, 5.0, 3.0, 8.0, 5.5]",5.54,False,1.55,50,60,1662,-29.43,VCP Pattern Detected
105840,우진,KOSPI,26400,5,"[8.5, 21.2, 7.9, 21.2, 10.7]",10.72,True,0.76,50,50,27050,2.46,VCP Pattern Detected
180400,DXVX,KOSDAQ,5010,9,"[13.6, 14.8, 10.0, 0.0, 20.3, 7.0, 10.1, 16.8, 9.3]",9.29,False,0.91,50,30,4090,-18.36,VCP Pattern Detected
267270,HD건설기계,KOSPI,142600,8,"[8.9, 5.1, 23.2, 5.6, 4.2, 14.6, 12.3, 9.1]",9.12,False,1.95,50,30,135900,-4.7,VCP Pattern Detected
080220,제주반도체,KOSDAQ,46650,9,"[8.7, 10.2, 9.2, 0.0, 13.9, 7.2, 12.0, 6.1, 5.7]",5.71,False,1.39,50,60,47300,1.39,VCP Pattern Detected
088350,한화생명,KOSPI,5080,7,"[12.5, 0.0, 5.5, 10.2, 4.0, 10.5, 5.8]",5.76,False,4.22,50,60,3385,-33.37,VCP Pattern Detected
006800,미래에셋증권,KOSPI,70500,6,"[3.3, 10.7, 16.5, 14.5, 9.1, 5.6]",5.57,False,1.24,50,60,28700,-59.29,VCP Pattern Detected
077360,덕산하이메탈,KOSDAQ,11550,10,"[6.3, 13.3, 6.9, 8.1, 27.6, 3.1, 5.1, 6.2, 10.4, 12.4]",12.44,False,1.28,30,10,11900,3.03,VCP Pattern Detected
347700,스피어,KOSDAQ,44100,6,"[16.5, 28.2, 17.9, 7.4, 16.8, 11.3]",11.27,False,0.81,30,30,19250,-56.35,VCP Pattern Detected
221800,유투바이오,KOSDAQ,19070,6,"[1.7, 7.2, 20.4, 41.8, 21.7, 10.2]",10.22,False,3.85,30,30,4990,-73.83,VCP Pattern Detected
042700,한미반도체,KOSPI,201500,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,False,0.91,30,10,211000,4.71,VCP Pattern Detected
171090,선익시스템,KOSDAQ,128500,5,"[22.8, 6.9, 3.5, 17.6, 10.5]",10.49,False,1.66,30,30,64800,-49.57,VCP Pattern Detected
327260,RF머트리얼즈,KOSDAQ,38500,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,0.94,30,30,25550,-33.64,VCP Pattern Detected
420770,기가비스,KOSDAQ,60400,5,"[3.9, 18.8, 14.8, 16.3, 11.8]",11.83,False,0.99,30,30,65100,7.78,VCP Pattern Detected
032820,우리기술,KOSDAQ,12950,5,"[8.9, 12.1, 6.4, 31.3, 10.1]",10.14,False,2.31,30,30,4045,-68.76,VCP Pattern Detected
187660,현대ADM,KOSDAQ,8790,7,"[19.6, 9.4, 8.9, 24.9, 18.7, 20.8, 11.2]",11.24,False,5.43,30,30,3380,-61.55,VCP Pattern Detected
095610,테스,KOSDAQ,71500,8,"[5.8, 7.9, 3.3, 20.2, 18.0, 11.6, 19.8, 11.1]",11.08,False,0.86,30,30,72200,0.98,VCP Pattern Detected
036540,SFA반도체,KOSDAQ,7470,9,"[5.5, 8.6, 8.1, 2.8, 6.5, 22.2, 10.6, 10.3, 12.1]",12.12,False,1.27,30,10,7840,4.95,VCP Pattern Detected
056080,유진로봇,KOSDAQ,37750,7,"[12.3, 10.9, 21.1, 18.1, 5.2, 21.4, 13.2]",13.23,False,1.02,30,30,34400,-8.87,VCP Pattern Detected
