ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
11500,한농화성,2026-01-29,25750.0,1.58,63.5,40.0,4027.0,87.59,2.390000104904175,294.0,10781.0,0.2300000041723251,60.0,-0.14,9.6,-7.03,-0.42,0.62,-9.72,-0.36,-14.75,6.32,-0.37,8.55,-17.48,-1.4,-1.39,-8.56
274090,켄코아에어로스페이스,2026-01-29,29850.0,23.86,80.3,40.0,3953.0,0.0,2.0999999046325684,0.0,14188.0,0.0,0.0,5.95,4.37,3.14,0.4,32.34,-20.28,13.84,-3.68,7.62,7.79,-0.88,10.76,12.35,7.3,-2.7
5930,삼성전자,2026-01-29,160700.0,-1.05,29.0,60.0,9512858.0,32.46,2.7699999809265137,4950.0,57951.0,0.8999999761581421,1446.0,-8935.59,-10830.15,18414.75,1747.88,-25413.25,198.23,558.7,-24100.71,-4073.63,12915.5,-27665.74,-13906.62,18983.21,75703.71,-131901.13
204320,HL만도,2026-01-29,65700.0,2.18,0.0,60.0,30851.0,23.74,1.2200000286102295,2767.0,53635.0,1.0700000524520874,700.0,-124.33,-354.22,441.62,-262.62,-443.1,576.12,127.97,-2935.82,2689.52,482.21,-3557.71,2919.76,253.87,-3298.66,2882.26
42700,한미반도체,2026-01-29,203500.0,11.81,82.4,95.0,193960.0,128.07,35.709999084472656,1589.0,5698.0,0.3499999940395355,720.0,417.42,834.35,-1294.21,265.72,434.91,-774.94,1997.32,3204.09,-5199.84,2539.05,1461.57,-3930.4,5348.7,1136.77,-6464.82
12610,경인양행,2026-01-29,4885.0,1.03,100.0,60.0,2033.0,13.2,0.8399999737739563,370.0,5828.0,1.0199999809265137,50.0,-0.08,22.57,-22.64,-0.12,34.65,-35.57,-3.36,10.38,-6.48,-2.57,-0.05,3.15,-0.25,-4.6,5.16
720,현대건설,2026-01-29,108700.0,2.84,77.7,40.0,121044.0,0.0,1.5199999809265137,0.0,71394.0,0.550000011920929,600.0,-926.56,499.0,369.92,-543.59,2598.66,-2082.58,-625.0,3481.12,-2857.62,1626.93,3560.06,-5223.16,2486.08,-190.04,-2334.8
457190,이수스페셜티케미컬,2026-01-29,104400.0,-1.79,81.5,60.0,31537.0,291.62,25.700000762939453,358.0,4063.0,0.0,0.0,58.8,31.96,-91.08,126.34,135.65,-196.21,163.69,-91.1,-10.77,223.62,428.06,-607.85,244.69,518.29,-610.94
990,DB하이텍,2026-01-29,101100.0,-3.44,81.0,75.0,43983.0,18.32,2.140000104904175,5520.0,47181.0,1.2200000286102295,1230.0,-2.32,-12.98,23.18,514.05,61.13,-579.01,832.55,300.48,-1052.58,962.92,348.44,-1244.18,1700.06,1399.17,-3062.28
376270,HEM파마,2026-01-29,93000.0,6.04,69.3,40.0,6657.0,0.0,24.75,0.0,3757.0,0.0,0.0,10.86,0.28,7.08,28.37,-2.89,26.92,28.08,-27.05,69.32,18.27,-20.37,239.03,9.29,-1.3,275.55
6800,미래에셋증권,2026-01-29,40850.0,17.39,59.2,60.0,231655.0,26.44,1.9800000190734863,1545.0,20662.0,0.6100000143051147,250.0,192.93,-21.96,-200.98,356.1,-96.91,-293.57,1835.03,575.3,-2492.91,1464.74,181.94,-1735.39,3813.55,-2317.37,-549.39
