ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
012205,계양전기우,2026-01-14,10050.0,-16.6,18.2,40.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.62,0.0,-0.59,0.6,0.0,-0.62,0.62,0.0,-0.62,0.66,0.0,-0.59,1.18
012610,경인양행,2026-01-14,4545.0,0.0,20.0,60.0,1891.0,12.28,0.7799999713897705,370.0,5828.0,1.100000023841858,50.0,-0.71,-0.5,1.08,-1.22,-18.32,21.22,-2.64,-35.44,39.58,-2.27,-35.16,38.94,0.43,-41.02,41.74
049630,재영솔루텍,2026-01-14,4790.0,3.9,51.0,60.0,5599.0,97.76,5.809999942779541,49.0,824.0,0.0,0.0,0.0,-33.72,34.15,-2.88,71.69,-69.13,-4.72,61.62,-13.93,-9.46,70.1,185.58,-6.79,33.9,336.13
042700,한미반도체,2026-01-14,177800.0,2.66,91.2,95.0,169465.0,111.89,31.200000762939453,1589.0,5698.0,0.4000000059604645,720.0,271.16,-655.81,379.85,1715.05,2601.69,-4269.82,2093.15,1024.62,-2970.73,3042.75,-349.91,-2529.75,4786.71,-16.32,-4746.38
295310,에이치브이엠,2026-01-14,79500.0,0.0,20.3,40.0,9462.0,0.0,14.3100004196167,0.0,5555.0,0.0,0.0,16.01,8.77,-34.34,-197.68,52.72,103.77,-187.31,109.25,37.6,-182.18,83.45,56.16,-248.95,45.13,162.8
014910,성문전자,2026-01-14,2815.0,-9.34,12.1,60.0,632.0,22.17,1.4700000286102295,127.0,1917.0,0.0,0.0,-0.46,-3.48,5.14,-0.1,-2.66,6.51,-0.1,-3.12,6.97,-0.69,-2.26,6.73,-0.99,-2.06,6.87
00781K,코리아써키트2우B,2026-01-14,11350.0,1.16,50.0,40.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.03,0.0,0.01,-0.03,0.0,0.01,-0.04
011210,현대위아,2026-01-14,89000.0,-1.22,0.0,40.0,24204.0,19.69,0.6600000262260437,4520.0,135016.0,1.2400000095367432,1100.0,-142.81,-216.53,359.14,-60.76,-284.86,350.38,229.87,-344.36,109.5,420.73,-301.99,-111.67,345.64,-10.44,-334.62
000990,DB하이텍,2026-01-14,81900.0,7.2,100.0,75.0,35630.0,14.84,1.7400000095367432,5520.0,47181.0,1.5,1230.0,397.49,-41.99,-355.1,611.58,210.78,-742.83,810.34,220.37,-961.2,830.11,1013.59,-1753.93,1522.7,1397.9,-2878.42
000720,현대건설,2026-01-14,94900.0,3.15,100.0,40.0,105677.0,0.0,1.3300000429153442,0.0,71394.0,0.6299999952316284,600.0,265.37,1342.07,-1604.26,85.97,2047.68,-2128.65,2322.47,1790.5,-4124.08,2237.84,1598.8,-3811.29,3639.46,-2088.02,-1575.14
023810,인팩,2026-01-14,12320.0,-0.24,36.1,40.0,1232.0,52.88,0.9900000095367432,233.0,12445.0,1.4600000381469729,180.0,0.38,-1.51,1.52,0.48,-2.61,-2.08,0.48,-0.38,-5.02,-2.07,2.68,-5.53,-2.32,0.98,-16.96
086280,현대글로비스,2026-01-14,257500.0,0.19,0.0,75.0,193125.0,17.66,2.200000047683716,14585.0,116975.0,1.440000057220459,3700.0,-540.19,-1726.59,2205.6,-568.18,-1734.75,2228.98,-383.86,-1355.71,1676.45,-564.24,-2155.72,2655.58,-1851.61,-1065.04,2922.11
