ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
11210,현대위아,2026-01-09,91600.0,9.31,10.1,40.0,24911.0,20.27,0.6800000071525574,4520.0,135016.0,1.2000000476837158,1100.0,-135.0,-79.52,221.17,37.99,-95.39,62.42,349.63,-165.32,-183.65,463.1,-188.35,-265.77,397.81,185.26,-579.02
23810,인팩,2026-01-09,11700.0,9.86,68.2,40.0,1170.0,50.21,0.9399999976158142,233.0,12445.0,1.5399999618530271,180.0,0.06,1.92,-1.21,0.07,3.21,-8.22,0.07,3.71,-8.91,-2.6,6.72,-9.26,-2.73,5.56,-21.35
230,일동홀딩스,2026-01-09,13790.0,-0.86,26.7,100.0,1591.0,2.47,1.159999966621399,5582.0,11857.0,0.0,0.0,0.03,-2.35,1.38,0.06,-8.1,6.71,0.07,-7.79,5.95,1.07,-5.93,3.01,1.54,-12.1,8.35
12205,계양전기우,2026-01-09,11000.0,-21.43,15.3,40.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.86,0.0,-0.22,0.22,0.0,-0.22,0.22,0.0,-0.22,0.3,0.0,-0.19,0.78
990,DB하이텍,2026-01-09,71900.0,0.28,95.0,75.0,31280.0,13.03,1.5199999809265137,5520.0,47181.0,1.7100000381469729,1230.0,279.06,-116.75,-156.17,377.03,169.08,-465.01,639.53,91.82,-658.03,567.92,1006.73,-1484.85,1213.98,1453.88,-2623.96
42700,한미반도체,2026-01-09,176300.0,-5.06,100.0,95.0,168035.0,110.95,30.940000534057617,1589.0,5698.0,0.4099999964237213,720.0,1411.1,1831.36,-3216.25,1503.12,2470.22,-3897.22,1915.43,1184.06,-2929.03,2904.07,-483.95,-2262.02,4877.61,-24.21,-4818.7
49630,재영솔루텍,2026-01-09,4840.0,-2.12,12.2,60.0,5658.0,98.78,5.869999885559082,49.0,824.0,0.0,0.0,0.08,-68.71,68.38,-1.59,38.76,-38.5,-4.64,57.37,65.27,-8.96,52.03,200.39,-6.67,31.38,367.11
12610,경인양행,2026-01-09,4670.0,-2.91,15.9,60.0,1943.0,12.62,0.800000011920929,370.0,5828.0,1.0700000524520874,50.0,-0.74,-3.62,4.44,-1.7,-17.89,21.31,-2.56,-31.27,35.41,-2.37,-32.02,35.91,0.74,-36.92,37.4
14910,성문전자,2026-01-09,2710.0,11.29,31.8,60.0,609.0,21.34,1.409999966621399,127.0,1917.0,0.0,0.0,-0.09,0.01,3.78,-0.1,-1.14,5.26,-0.1,-1.79,5.91,-0.68,-0.84,5.53,-0.99,-0.55,5.59
249420,일동제약,2026-01-09,41700.0,-0.71,0.0,40.0,13193.0,0.0,7.25,0.0,5755.0,0.0,0.0,25.66,-98.81,65.74,58.26,-579.17,525.17,283.28,-13.98,-269.73,302.24,-98.56,-214.76,315.03,-418.31,437.02
295310,에이치브이엠,2026-01-09,71400.0,3.03,0.0,40.0,8498.0,0.0,12.850000381469728,0.0,5555.0,0.0,0.0,-61.3,-29.63,73.08,-240.5,47.14,144.15,-204.76,97.02,63.09,-202.52,60.13,95.18,-275.05,39.12,188.45
720,현대건설,2026-01-09,75800.0,1.07,96.4,40.0,84408.0,0.0,1.059999942779541,0.0,71394.0,0.7900000214576721,600.0,228.65,591.63,-812.39,89.92,952.66,-1031.46,2293.03,937.76,-3252.08,2618.68,-236.5,-2357.13,2705.27,-2675.69,-33.42
