ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
457190,이수스페셜티케미컬,2026-02-26,106800.0,2.59,5.0,60.0,32268.0,298.32,26.290000915527344,358.0,4063.0,0.0,0.0,50.24,-231.37,161.53,-49.51,-414.59,367.76,27.76,-146.83,116.12,58.2,-363.71,301.21,123.61,207.06,-338.81
000880,한화,2026-02-26,139200.0,0.07,90.5,60.0,104343.0,16.69,1.159999966621399,8339.0,120412.0,0.5699999928474426,800.0,79.0,729.18,-805.52,314.82,586.99,-894.05,99.16,1003.88,-1086.02,344.63,1077.93,-1391.97,239.17,685.83,-923.76
45226K,한화갤러리아우,2026-02-26,10240.0,-4.3,8.7,40.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,-3.55,2.18,0.59,-2.35,1.14,-2.53,-4.72,6.81,-3.26,-4.49,7.57,-3.26,-4.48,7.58
077360,덕산하이메탈,2026-02-26,12630.0,-4.39,100.0,60.0,5739.0,28.13,1.8300000429153442,449.0,6897.0,0.0,0.0,35.51,-32.39,-0.03,370.85,-46.23,-327.57,443.12,-54.19,-382.43,442.82,-56.71,-376.01,368.81,-23.48,-329.22
420770,기가비스,2026-02-26,70600.0,7.62,100.0,40.0,8949.0,262.45,4.349999904632568,269.0,16227.0,1.1299999952316284,800.0,104.99,-9.5,-95.64,189.65,-39.19,-158.38,332.77,23.31,-370.78,306.74,35.82,-356.81,304.58,63.62,-383.96
222080,씨아이에스,2026-02-26,13810.0,-3.96,0.0,75.0,10696.0,17.64,2.2300000190734863,783.0,6188.0,0.0,0.0,-37.07,-129.8,200.81,-0.83,-82.27,117.04,279.71,-158.48,-93.91,276.0,-191.26,-56.3,296.59,-60.48,-209.76
180400,DXVX,2026-02-26,4820.0,-2.82,68.9,40.0,4744.0,0.0,16.969999313354492,0.0,284.0,0.0,0.0,0.0,7.16,-6.6,0.11,15.92,-7.49,0.11,18.95,-13.48,0.11,19.34,-24.6,-1.93,27.72,-30.85
005440,현대지에프홀딩스,2026-02-26,16610.0,-8.94,12.2,100.0,25896.0,3.71,0.7699999809265137,4483.0,21615.0,1.2599999904632568,210.0,-75.68,-65.38,80.33,-135.52,-69.92,95.3,-136.71,-15.46,44.18,-126.3,-20.26,37.57,-80.1,-41.87,7.18
010120,LS ELECTRIC,2026-02-26,803000.0,6.64,69.6,75.0,240900.0,99.41,12.970000267028809,8078.0,61908.0,0.36000001430511475,2900.0,739.83,-584.77,-137.68,1161.47,42.51,-1173.87,1161.55,780.51,-1936.04,787.7,1522.74,-2272.98,3175.56,-629.51,-2593.13
00680K,미래에셋증권2우B,2026-02-26,21900.0,0.46,78.5,40.0,29933.0,0.0,0.0,0.0,0.0,1.1399999856948853,250.0,-155.6,236.9,-36.46,-133.57,330.53,-121.45,-38.47,275.62,-113.89,-97.82,377.33,-148.03,-11.25,726.36,-434.75
