ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
000880,한화,2026-03-05,127700.0,12.71,0.0,80.0,0,9.77,1.04,13070,122788,0.86,0,-23.4,519.57,-496.16,95.77,1191.89,-1287.65,-21.67,1646.26,-1624.59,397.51,1510.25,-1907.77,238.34,1148.38,-1386.71
010820,퍼스텍,2026-03-05,7720.0,15.05,45.7,95.0,3765,25.56,5.31,302,1453,0.0,0,-1.74,18.09,-16.35,-1.95,-26.13,28.09,-4.8,-34.34,39.13,-3.73,-107.44,111.17,-0.67,-119.26,119.93
012610,경인양행,2026-03-05,4090.0,10.99,100.0,40.0,1702,22.23,0.7,184,5842,1.22,0,-0.3,7.79,-7.49,-0.19,43.87,-43.69,-0.79,51.87,-51.07,-2.46,60.65,-58.19,1.07,47.41,-48.48
006800,미래에셋증권,2026-03-05,65200.0,15.4,0.0,60.0,0,37.41,2.99,1743,21806,0.46,0,595.22,-278.2,-317.02,-1113.83,-1147.15,2260.98,-1843.13,-1290.08,3133.21,90.31,-753.14,662.83,740.51,-3406.29,2665.78
010950,S-Oil,2026-03-05,134700.0,6.48,0.0,20.0,0,0.0,1.81,-1542,74419,0.25,0,-1282.97,-2515.57,3798.54,-1181.46,-2231.37,3412.83,-758.92,-1888.57,2647.49,-19.47,-1846.03,1865.5,1627.59,-132.86,-1494.74
178320,서진시스템,2026-03-05,46450.0,24.2,0.0,20.0,0,0.0,3.72,-2120,12486,0.0,0,403.3,713.02,-1116.32,466.25,1052.36,-1518.61,473.18,1808.43,-2281.62,427.27,1863.61,-2290.88,594.53,1809.48,-2404.0
006340,대원전선,2026-03-05,5430.0,8.6,100.0,60.0,4185,38.24,3.57,142,1521,0.0,0,17.01,182.49,-199.5,55.68,219.32,-275.0,50.7,225.38,-276.08,50.78,171.01,-221.8,140.17,165.2,-305.37
064850,에프앤가이드,2026-03-05,18830.0,10.5,93.3,75.0,2149,28.15,3.23,669,5829,1.38,0,26.4,-5.62,-20.78,45.83,-27.06,-18.77,59.64,-25.58,-34.06,59.64,-22.2,-37.44,59.57,1.03,-60.6
010690,화신,2026-03-05,13210.0,14.37,100.0,80.0,4613,7.02,0.84,1883,15726,1.29,0,-7.11,109.96,-102.85,133.09,94.57,-227.67,143.83,17.54,-161.37,146.21,18.69,-164.9,125.22,139.29,-264.51
028670,팬오션,2026-03-05,5660.0,9.9,0.0,40.0,0,13.77,0.55,411,10290,2.65,0,281.39,-356.35,74.97,420.26,-362.35,-57.91,582.54,-37.77,-544.76,494.99,59.7,-554.69,818.37,-417.19,-401.18
