ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
090710,휴림로봇,KOSDAQ,15040,8,"[13.5, 5.7, 35.4, 5.9, 12.7, 0.0, 37.9, 4.6]",4.57,True,0.45,80,80,14670,-2.46,VCP Pattern Detected,Classic
45226K,한화갤러리아우,KOSPI,10240,9,"[1.1, 6.5, 11.5, 2.4, 3.7, 49.4, 0.0, 36.8, 9.7]",9.67,True,0.49,70,50,11070,8.11,VCP Pattern Detected,Classic
052690,한전기술,KOSPI,170100,4,"[22.7, 14.1, 13.3, 4.4]",4.42,False,1.03,70,60,151700,-10.82,VCP Pattern Detected,Classic
244920,에이플러스에셋,KOSPI,14430,6,"[4.7, 11.2, 18.2, 5.8, 9.2, 4.5]",4.45,True,0.68,70,80,11000,-23.77,VCP Pattern Detected,Classic
036580,팜스코,KOSPI,3895,9,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4, 5.3]",5.35,True,0.5,70,80,4115,5.65,VCP Pattern Detected,Classic
180400,DXVX,KOSDAQ,4820,8,"[14.8, 10.0, 0.0, 20.3, 7.0, 10.1, 16.8, 9.3]",9.29,True,0.42,70,50,4090,-15.15,VCP Pattern Detected,Classic
101490,에스앤에스텍,KOSDAQ,93500,6,"[9.5, 11.9, 28.0, 16.8, 10.3, 6.4]",6.4,True,0.75,60,50,93700,0.21,VCP Pattern Detected,Classic
010690,화신,KOSPI,13950,4,"[13.3, 8.6, 14.7, 9.1]",9.1,False,2.34,60,30,9780,-29.89,VCP Pattern Detected,Classic
047810,한국항공우주,KOSPI,183900,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,True,0.68,60,30,171200,-6.91,VCP Pattern Detected,Classic
005935,삼성전자우,KOSPI,148700,3,"[13.2, 8.8, 6.8]",6.8,False,1.28,60,30,120600,-18.9,VCP Pattern Detected,Classic
482630,삼양엔씨켐,KOSDAQ,19760,4,"[7.1, 23.4, 18.1, 14.7]",14.73,True,0.57,60,50,14425,-27.0,VCP Pattern Detected,Classic
003160,디아이,KOSPI,36600,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,True,0.52,60,50,37200,1.64,VCP Pattern Detected,Classic
103590,일진전기,KOSPI,88900,4,"[13.1, 20.9, 12.9, 6.5]",6.46,False,1.95,60,30,63500,-28.57,VCP Pattern Detected,Classic
