ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
042700,한미반도체,2026-03-10,324000.0,6.23,0.0,95.0,0,129.03,46.8,2511,6923,0.25,0,3036.84,-1205.85,-1830.99,4571.66,3590.57,-8162.23,7701.63,2580.03,-10281.66,9617.45,5387.28,-15004.73,12179.81,2727.75,-14907.55
031980,피에스케이홀딩스,2026-03-10,115200.0,-0.95,0.0,95.0,0,21.83,5.13,5277,22456,0.94,0,269.49,139.71,-409.2,621.37,103.5,-724.87,1225.73,148.56,-1374.28,1607.89,65.08,-1672.98,1659.57,-29.56,-1630.01
010690,화신,2026-03-10,12740.0,7.24,100.0,80.0,4449,6.77,0.81,1883,15728,1.33,0,-44.43,55.45,-11.02,126.74,102.93,-229.67,151.91,83.49,-235.4,140.94,37.74,-178.68,119.8,153.46,-273.26
010820,퍼스텍,2026-03-10,8050.0,-7.04,0.0,95.0,3926,26.66,5.54,302,1453,0.0,0,2.35,-180.72,178.37,1.3,-209.91,208.62,-2.17,-218.92,221.09,-0.37,-278.17,278.54,3.4,-285.72,282.32
012610,경인양행,2026-03-10,4055.0,3.18,100.0,40.0,1688,22.04,0.7,184,5792,1.23,0,-0.28,21.24,-20.96,-0.12,37.82,-37.7,-0.79,70.0,-69.22,-2.1,63.66,-61.56,1.95,47.49,-49.45
040160,누리플렉스,2026-03-10,9350.0,3.89,15.0,20.0,1127,0.0,1.46,-591,6404,0.0,0,0.05,-6.01,5.95,-0.13,-5.21,5.34,-0.31,-4.66,4.96,-0.31,-6.21,6.52,-0.95,-11.58,12.53
127120,제이에스링크,2026-03-10,37700.0,0.13,0.0,20.0,0,0.0,24.53,-494,1536,0.0,0,14.85,17.45,-32.3,37.76,-1.37,-36.4,167.29,117.38,-284.67,158.1,127.18,-285.28,264.84,76.95,-341.8
033130,디지틀조선,2026-03-10,2905.0,7.0,90.9,40.0,1078,24.83,1.2,117,2420,1.38,0,0.0,6.84,-6.84,0.0,12.08,-12.08,0.0,16.46,-16.46,-0.71,19.44,-18.73,-0.24,20.37,-20.14
244920,에이플러스에셋,2026-03-10,12520.0,0.32,100.0,75.0,2830,14.2,1.76,882,7113,0.0,0,28.85,2.74,-31.59,9.09,43.97,-53.06,1.4,109.34,-110.73,60.57,163.49,-224.07,125.63,185.07,-310.71
331920,셀레믹스,2026-03-10,5220.0,-2.43,81.3,20.0,426,0.0,1.78,-1539,2932,0.0,0,0.9,0.1,-1.0,5.8,-1.99,-3.81,14.74,0.76,-15.5,14.74,1.08,-15.82,14.3,1.23,-15.53
024060,흥구석유,2026-03-10,25900.0,-7.33,39.6,40.0,3885,1726.67,4.81,15,5384,0.08,0,-0.41,1.78,-1.37,-3.54,-8.56,12.1,0.01,7.33,-7.34,0.27,8.24,-8.51,0.3,-0.36,0.06
056080,유진로봇,2026-03-10,30100.0,1.86,0.0,20.0,0,0.0,39.14,-185,769,0.0,0,9.31,132.79,-142.1,-13.08,-36.23,49.32,535.93,138.02,-673.95,908.87,85.33,-994.2,1020.53,207.66,-1228.19
900290,GRT,2026-03-10,6330.0,2.1,64.4,65.0,5118,6.61,0.5,958,12660,0.92,0,1.57,4.78,-6.35,4.0,6.45,-10.45,4.0,3.29,-7.29,4.0,-3.91,-0.09,4.0,5.1,-9.1
457190,이수스페셜티케미컬,2026-03-10,99000.0,3.02,0.0,40.0,0,1394.37,23.08,71,4289,0.0,0,-86.47,-85.74,172.21,-16.67,-220.66,237.33,-118.31,-491.22,609.53,66.94,-225.83,158.89,82.53,494.12,-576.65
218410,RFHIC,2026-03-10,74700.0,18.2,0.0,40.0,0,125.13,5.88,597,12704,0.54,0,116.52,263.2,-379.72,104.2,313.79,-417.99,244.18,711.0,-955.18,252.32,913.1,-1165.43,409.28,890.85,-1300.13
052690,한전기술,2026-03-10,160000.0,8.33,0.0,85.0,0,58.87,9.92,2718,16129,0.0,0,-81.68,-49.72,131.4,179.34,-144.16,-35.18,118.54,-60.82,-57.73,887.35,1461.76,-2349.12,761.8,1918.6,-2680.4
090710,휴림로봇,2026-03-10,12710.0,6.45,0.0,40.0,0,470.74,10.75,27,1182,0.0,0,-1.17,240.22,-239.05,3.17,-153.49,150.32,29.49,-729.3,699.82,41.93,3.06,-44.99,27.83,-137.93,110.11
452260,한화갤러리아,2026-03-10,2765.0,2.98,83.7,20.0,5360,0.0,0.69,-180,4007,0.0,0,-3.76,44.76,-40.99,-3.39,18.17,-14.78,-5.54,-9.97,15.5,-4.62,-21.83,26.45,-5.75,-36.91,42.65
322000,HD현대에너지솔루션,2026-03-10,108000.0,1.98,0.0,60.0,0,39.37,3.04,2743,35526,0.0,0,30.84,-414.76,383.92,-21.51,-49.47,70.99,-13.28,-90.57,103.85,49.06,-103.15,54.09,302.78,-319.98,17.2
036170,에이치엠넥스,2026-03-10,4400.0,27.35,27.1,40.0,2700,46.32,2.02,95,2178,0.0,0,0.05,-3.33,3.27,0.05,-13.76,13.71,0.04,-13.53,13.48,0.02,-12.48,12.47,-1.32,-11.17,12.48
327260,RF머트리얼즈,2026-03-10,60800.0,29.91,60.9,40.0,5132,7600.0,11.14,8,5457,0.0,0,20.36,-12.95,-7.42,6.71,-3.78,-2.93,-80.16,160.89,-80.73,-33.22,95.7,-62.48,58.79,111.91,-170.7
006340,대원전선,2026-03-10,5370.0,3.87,100.0,60.0,4211,37.82,3.54,142,1516,0.0,0,-44.28,53.94,-9.66,24.57,171.61,-196.18,17.56,182.94,-200.5,16.11,163.67,-179.78,105.8,123.86,-229.66
267250,HD현대,2026-03-10,269000.0,2.28,0.0,60.0,0,29.61,1.97,9086,136548,1.49,0,133.63,220.5,-354.13,414.86,737.28,-1152.14,553.66,776.29,-1329.95,278.31,1756.26,-2034.57,107.56,1996.49,-2104.04
084370,유진테크,2026-03-10,129300.0,-3.44,0.0,75.0,0,48.3,6.81,2677,18986,0.18,0,73.34,0.69,-74.03,-87.2,655.97,-568.77,448.16,754.73,-1202.9,251.92,755.57,-1007.49,809.64,274.49,-1084.12
138080,오이솔루션,2026-03-10,25400.0,27.9,82.6,20.0,3051,0.0,4.24,-2157,5990,0.0,0,19.22,9.32,-28.54,7.67,-9.51,1.85,6.4,-2.66,-3.74,-22.11,43.27,-21.16,-101.71,79.96,21.75
420770,기가비스,2026-03-10,74000.0,17.09,100.0,40.0,9380,229.81,4.72,322,15677,1.08,0,60.79,12.79,-73.57,196.54,6.71,-203.25,311.14,-52.81,-258.33,426.62,37.33,-463.95,386.81,67.34,-454.16
189300,인텔리안테크,2026-03-10,136000.0,13.24,0.0,20.0,0,0.0,5.67,-328,23985,0.15,0,67.29,140.37,-207.66,94.6,296.32,-390.92,885.14,158.05,-1043.19,1129.26,216.65,-1345.9,1094.76,287.93,-1382.69
000990,DB하이텍,2026-03-10,87700.0,5.41,0.0,75.0,0,15.85,1.71,5533,51286,0.92,0,434.98,-284.36,-150.62,325.27,-378.86,53.59,1183.54,-990.75,-192.79,2006.15,-835.06,-1171.08,2371.42,276.88,-2648.29
036930,주성엔지니어링,2026-03-10,70000.0,16.86,0.0,75.0,0,52.99,5.39,1321,12987,0.08,0,199.78,-44.08,-155.7,410.55,-340.52,-70.03,1308.33,-741.95,-566.38,1722.43,-860.17,-862.26,1741.02,-984.12,-756.9
012450,한화에어로스페이스,2026-03-10,1455000.0,1.46,0.0,95.0,0,26.59,8.32,54715,174879,0.48,0,611.75,-541.93,-69.81,692.96,-687.46,-5.49,480.09,-4869.29,4389.2,4041.13,-12.36,-4028.77,3154.6,-4090.76,936.15
272210,한화시스템,2026-03-10,156200.0,-4.0,0.0,75.0,0,49.57,6.14,3151,25439,0.32,0,331.07,-869.97,538.9,266.12,-1303.4,1037.28,287.96,-875.72,587.76,1866.97,2136.0,-4002.96,1105.87,1645.19,-2751.07
263750,펄어비스,2026-03-10,64500.0,-2.42,0.0,60.0,0,78.18,4.9,825,13163,0.0,0,485.85,-178.18,-307.67,488.46,-295.68,-192.77,1415.82,-962.21,-453.61,1424.99,-946.43,-478.55,1594.05,-823.41,-770.64
