ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
12205,계양전기우,2026-01-13,12050.0,0.17,16.6,40.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,0.82,0.0,-0.34,0.34,0.0,-0.35,0.35,0.0,-0.35,0.4,0.0,-0.32,0.91
23810,인팩,2026-01-13,12350.0,5.29,44.9,40.0,1235.0,53.0,0.9900000095367432,233.0,12445.0,1.4600000381469729,180.0,0.0,-0.67,0.82,0.07,-0.04,-5.0,0.07,0.82,-6.05,-2.56,3.74,-6.34,-2.73,1.78,-17.59
14910,성문전자,2026-01-13,3105.0,-1.27,11.1,60.0,697.0,24.45,1.6200000047683716,127.0,1917.0,0.0,0.0,-0.44,-4.08,5.76,-0.1,-3.27,7.16,-0.1,-3.74,7.64,-0.69,-2.85,7.35,-0.99,-2.6,7.41
720,현대건설,2026-01-13,92000.0,0.99,100.0,40.0,102447.0,0.0,1.2899999618530271,0.0,71394.0,0.6499999761581421,600.0,256.3,925.8,-1164.98,177.93,1555.79,-1710.15,2423.85,1506.43,-3924.38,2469.16,930.33,-3371.46,3527.23,-2357.19,-1177.46
11210,현대위아,2026-01-13,90100.0,3.56,0.0,40.0,24503.0,19.93,0.6700000166893005,4520.0,135016.0,1.2200000286102295,1100.0,-162.42,-172.04,336.58,-38.33,-320.18,362.65,284.45,-324.22,37.25,437.73,-296.76,-133.5,355.54,20.2,-374.18
990,DB하이텍,2026-01-13,76400.0,3.24,99.8,75.0,33238.0,13.84,1.6200000047683716,5520.0,47181.0,1.6100000143051147,1230.0,295.63,-73.91,-219.46,570.8,147.42,-634.7,739.33,149.66,-812.98,747.38,971.31,-1624.62,1402.88,1365.1,-2722.18
86280,현대글로비스,2026-01-13,257000.0,5.54,6.2,75.0,192750.0,17.62,2.200000047683716,14585.0,116975.0,1.440000057220459,3700.0,-88.06,-1395.05,1434.76,-373.61,-1288.48,1612.64,-159.35,-970.24,1092.14,-81.31,-1635.26,1669.66,-1563.39,-693.83,2289.92
42700,한미반도체,2026-01-13,173200.0,3.34,96.8,95.0,165081.0,109.0,30.399999618530277,1589.0,5698.0,0.4199999868869781,720.0,282.48,-216.65,-48.41,1628.94,2818.37,-4374.76,1973.81,1267.32,-3085.29,3111.39,185.96,-3121.76,4846.98,204.99,-5018.05
12610,경인양행,2026-01-13,4545.0,2.94,14.8,60.0,1891.0,12.28,0.7799999713897705,370.0,5828.0,1.100000023841858,50.0,-0.74,-4.93,5.65,-1.26,-16.59,18.76,-2.51,-32.81,36.33,-2.2,-33.31,36.52,0.53,-38.58,38.69
295310,에이치브이엠,2026-01-13,79500.0,2.58,20.1,40.0,9462.0,0.0,14.3100004196167,0.0,5555.0,0.0,0.0,0.55,27.2,-42.67,-217.44,66.74,106.52,-195.62,120.65,36.46,-192.62,86.07,65.74,-263.67,58.37,166.16
49630,재영솔루텍,2026-01-13,4610.0,0.88,44.1,60.0,5389.0,94.08,5.590000152587891,49.0,824.0,0.0,0.0,0.05,-33.11,33.33,-1.32,60.36,-59.65,-4.65,61.25,9.78,-10.21,40.17,216.05,-6.71,23.71,368.69
