ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,note
058610,에스피지,KOSDAQ,148600,5,"[8.0, 9.3, 16.8, 17.6, 6.1]",6.07,True,0.33,80,50,VCP Pattern Detected
000720,현대건설,KOSPI,110000,7,"[8.7, 11.5, 8.9, 15.8, 9.0, 11.9, 9.5]",9.52,True,0.78,70,50,VCP Pattern Detected
000050,경방,KOSPI,12060,7,"[1.8, 0.0, 9.5, 3.5, 5.3, 30.4, 4.7]",4.65,False,4.49,60,60,VCP Pattern Detected
00680K,미래에셋증권2우B,KOSPI,17110,6,"[8.0, 11.7, 7.9, 5.1, 4.7, 3.7]",3.69,False,1.91,60,60,VCP Pattern Detected
000990,DB하이텍,KOSPI,104400,6,"[5.8, 5.3, 12.2, 15.0, 5.3, 4.7]",4.65,False,1.42,60,60,VCP Pattern Detected
006800,미래에셋증권,KOSPI,49600,6,"[3.3, 10.7, 16.5, 14.5, 9.1, 5.6]",5.57,False,1.56,50,60,VCP Pattern Detected
457190,이수스페셜티케미컬,KOSPI,105600,5,"[9.3, 12.1, 12.6, 19.7, 7.4]",7.41,False,1.5,50,30,VCP Pattern Detected
011500,한농화성,KOSPI,26000,5,"[7.7, 4.5, 17.3, 12.4, 5.9]",5.89,False,1.92,50,60,VCP Pattern Detected
012610,경인양행,KOSPI,4800,8,"[0.0, 8.9, 8.7, 5.3, 9.6, 7.9, 14.9, 10.0]",10.0,True,0.52,50,50,VCP Pattern Detected
