ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
004310,현대약품,KOSPI,13110,8,"[2.6, 8.1, 6.6, 6.3, 14.7, 10.3, 18.6, 8.6]",8.65,True,0.41,100,50,14340,9.38,VCP Pattern Detected,Aggressive
180400,DXVX,KOSDAQ,4960,9,"[13.6, 14.8, 10.0, 0.0, 20.3, 7.0, 10.1, 16.8, 9.3]",9.29,True,0.43,100,50,4090,-17.54,VCP Pattern Detected,Aggressive
090710,휴림로봇,KOSDAQ,15240,8,"[13.5, 5.7, 35.4, 5.9, 12.7, 0.0, 37.9, 4.6]",4.57,True,0.45,100,80,14670,-3.74,VCP Pattern Detected,Aggressive
092780,DYP,KOSPI,5400,7,"[14.7, 16.8, 6.3, 8.2, 30.8, 16.1, 7.8]",7.84,True,0.53,90,50,5420,0.37,VCP Pattern Detected,Aggressive
307950,현대오토에버,KOSPI,495000,7,"[14.0, 19.9, 4.1, 14.7, 13.5, 19.1, 5.2]",5.15,True,0.73,90,80,456000,-7.88,VCP Pattern Detected,Aggressive
036580,팜스코,KOSPI,3985,8,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4]",8.45,True,0.65,90,30,3965,-0.5,VCP Pattern Detected,Aggressive
010120,LSELECTRIC,KOSPI,753000,8,"[0.0, 13.6, 9.9, 7.8, 13.8, 12.2, 6.4, 7.1]",7.05,True,0.72,90,30,539000,-28.42,VCP Pattern Detected,Aggressive
244920,에이플러스에셋,KOSPI,14660,6,"[4.7, 11.2, 18.2, 5.8, 9.2, 4.5]",4.45,True,0.7,90,80,11000,-24.97,VCP Pattern Detected,Aggressive
45226K,한화갤러리아우,KOSPI,10700,9,"[1.1, 6.5, 11.5, 2.4, 3.7, 49.4, 0.0, 36.8, 9.7]",9.67,True,0.52,90,50,11070,3.46,VCP Pattern Detected,Aggressive
003160,디아이,KOSPI,36000,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,True,0.51,90,50,37200,3.33,VCP Pattern Detected,Aggressive
250060,모비스,KOSDAQ,5570,8,"[5.4, 2.7, 6.5, 12.3, 12.5, 13.7, 47.5, 8.3]",8.26,True,0.68,90,50,5930,6.46,VCP Pattern Detected,Aggressive
041920,메디아나,KOSDAQ,23950,8,"[0.6, 2.0, 0.0, 9.8, 4.9, 4.1, 21.4, 16.4]",16.4,True,0.3,90,50,28650,19.62,VCP Pattern Detected,Aggressive
124500,아이티센글로벌,KOSDAQ,55000,8,"[14.7, 22.9, 9.0, 14.4, 6.3, 19.0, 16.2, 15.5]",15.52,True,0.38,90,50,53800,-2.18,VCP Pattern Detected,Aggressive
123750,알톤,KOSDAQ,2680,6,"[3.0, 20.2, 9.7, 5.8, 17.4, 14.8]",14.79,True,0.39,90,50,3145,17.35,VCP Pattern Detected,Aggressive
101490,에스앤에스텍,KOSDAQ,87700,6,"[9.5, 11.9, 28.0, 16.8, 10.3, 6.4]",6.4,True,0.73,90,50,93700,6.84,VCP Pattern Detected,Aggressive
047810,한국항공우주,KOSPI,182500,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,True,0.71,90,30,171200,-6.19,VCP Pattern Detected,Aggressive
100790,미래에셋벤처투자,KOSDAQ,22000,6,"[11.7, 8.4, 12.5, 43.9, 16.7, 13.0]",13.04,True,0.53,80,50,25300,15.0,VCP Pattern Detected,Aggressive
053700,삼보모터스,KOSDAQ,8320,8,"[8.7, 3.2, 4.5, 2.9, 3.1, 12.7, 24.1, 13.7]",13.73,True,0.73,80,50,8300,-0.24,VCP Pattern Detected,Aggressive
010130,고려아연,KOSPI,2115000,6,"[13.0, 0.0, 27.8, 10.8, 28.3, 16.2]",16.23,True,0.75,80,50,1959000,-7.38,VCP Pattern Detected,Aggressive
225190,LK삼양,KOSDAQ,2475,8,"[4.3, 12.5, 15.3, 30.7, 23.1, 15.8, 13.4, 15.6]",15.64,True,0.63,80,30,2685,8.48,VCP Pattern Detected,Aggressive
361390,제노코,KOSDAQ,28750,8,"[10.6, 18.5, 10.4, 9.6, 7.5, 0.0, 10.1, 10.7]",10.73,True,0.76,80,30,31700,10.26,VCP Pattern Detected,Aggressive
012200,계양전기,KOSPI,9170,8,"[0.0, 5.4, 0.0, 3.7, 7.2, 0.0, 40.0, 17.2]",17.16,True,0.58,80,50,8510,-7.2,VCP Pattern Detected,Aggressive
042700,한미반도체,KOSPI,214500,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,True,0.52,80,30,211000,-1.63,VCP Pattern Detected,Aggressive
014910,성문전자,KOSPI,2055,6,"[4.6, 4.4, 12.4, 5.9, 41.7, 11.6]",11.59,True,0.59,80,50,2045,-0.49,VCP Pattern Detected,Aggressive
319400,현대무벡스,KOSDAQ,35550,5,"[12.7, 35.4, 0.0, 32.0, 22.5]",22.48,True,0.38,75,50,34700,-2.39,VCP Pattern Detected,Aggressive
348340,뉴로메카,KOSDAQ,85500,9,"[6.7, 8.1, 9.9, 8.1, 24.7, 14.3, 0.0, 32.0, 22.3]",22.35,True,0.49,75,50,98000,14.62,VCP Pattern Detected,Aggressive
000540,흥국화재,KOSPI,5930,7,"[12.6, 3.9, 6.6, 11.3, 5.5, 6.7, 2.3]",2.28,False,8.69,70,80,3505,-40.89,VCP Pattern Detected,Aggressive
005440,현대지에프홀딩스,KOSPI,18240,4,"[16.9, 9.3, 11.2, 9.6]",9.6,False,4.14,70,30,8750,-52.03,VCP Pattern Detected,Aggressive
009150,삼성전기,KOSPI,465000,5,"[7.4, 5.8, 16.7, 7.5, 6.8]",6.85,False,1.9,70,30,292000,-37.2,VCP Pattern Detected,Aggressive
365270,큐라클,KOSDAQ,17900,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,1.01,70,60,12780,-28.6,VCP Pattern Detected,Aggressive
005960,동부건설,KOSPI,9420,5,"[18.1, 9.4, 8.8, 10.9, 4.9]",4.89,False,3.21,70,60,5520,-41.4,VCP Pattern Detected,Aggressive
010820,퍼스텍,KOSPI,7240,9,"[11.0, 9.3, 0.0, 22.9, 6.9, 6.1, 7.8, 10.3, 5.6]",5.58,False,4.2,70,60,4840,-33.15,VCP Pattern Detected,Aggressive
