ticker,name,title,pub_date,link,description,score
047040,대우건설,중동 리스크에 건설사 '비상 모드'…공사중단에 철수 시나리오까지,2026-03-04 16:14,https://n.news.naver.com/mnews/article/008/0005325283?sid=101,"이라크에서 건설 프로젝트를 진행 중인 대우건설도 직접적 피해 없이 정상적으로 공사를 이어가고 있다. 다만 이라크 영공이 폐쇄되면서 휴가나 출장 등 항공 이동은 중단된 상태다. 대우건설 관계자는 ""이라크는 친이란... ",0.85
047040,대우건설,국내 증시 변동성 확대…공매도 높은 이 종목 경고등,2026-03-04 16:06,https://n.news.naver.com/mnews/article/008/0005325272?sid=101,"92%), 대우건설(3.84%), 코스모신소재(3.56%), 하이트진로(3.53%) 등으로 집계됐다. 증권가에서는 최근까지도 가파르게 상승했던 코스피 내 공매도 비중이 높은 종목에 특히 유의해야한다는 분석을 내놓았다. 한 증권업계... ",0.85
047040,대우건설,"[단독]명일동 땅꺼짐 유가족, 결국 고소장 제출···“오세훈·김보현 ...",2026-03-04 16:04,https://n.news.naver.com/mnews/article/032/0003431139?sid=102,지난해 3월 발생한 서울 강동구 명일동 땅꺼짐(싱크홀) 사고로 숨진 배달기사의 유가족이 사고 1년 만에 오세훈 서울시장과 김보현 대우건설 대표를 중대재해처벌법 위반 혐의로 경찰에 고소장을 제출한 것으로 확인됐다.... ,0.7
103590,일진전기,"""방사능 걱정 없는 멸균""... 이비테크, 전자가속기 기술로 세계 공략",2026-03-04 14:20,https://www.pinpointnews.co.kr/news/articleView.html?idxno=433941,"반도체 부품 소재의 티씨머티리얼즈와 전원 공급 장치 전문 제일일렉트릭, 전력 설비의 보성파워텍, 변압기 전문 산일전기, 전기 부품 제조사인 위너스, 지주사 일진홀딩스와 계열사 일진전기 역시 모두 하락 대열에... ",0.7
103590,일진전기,[진단_전기장비업계 ⑥제룡전기] 담합 고발·한전 입찰 제한에 수익성 ...,2026-03-04 13:36,http://www.newsworker.co.kr/news/articleView.html?idxno=416153,"효성중공업, LS일렉트릭, HD현대일렉트릭, 일진전기 등 대형사와 함께 중소·중견기업인 제룡전기가 이름을 올렸고, 공정위는 이들 6개 사업자를 검찰에 고발하며 시정명령과 함께 총 391억 원의 과징금을 부과했다. 2025년... ",0.7
103590,일진전기,[주요공시] 3월 4일 오전,2026-03-04 13:20,https://www.ebn.co.kr/news/articleView.html?idxno=1701458,"▲일진전기 : 현금ㆍ현물배당 결정 =주당 배당 금액 500원, 총 배당 규모 약 238억. ▲케이엠제약 : 주식 병합 결정 =1주당 가액 100원→500원, 병합 후 발행 주식 557만7410주, 신주 효력 발생일 4월 월 16일.... ",0.7
452260,한화갤러리아,[서울데이터랩]금일 코스피 거래량 1위 흥아해운 거래대금 3916억 돌파,2026-03-04 14:12,https://n.news.naver.com/mnews/article/081/0003622788?sid=101,"한편 거래량 상위 20위권 종목들은 팬오션(028670) ▼18.39%, 극동유화(014530) ▲29.58%, 대우건설(047040) ▼15.73%, 퍼스텍(010820) ▼11.39%, 한화생명(088350) ▼13.22%, SG세계물산(004060) ▼9.24%, 한화갤러리아(452260)... ",0.7
452260,한화갤러리아,개정 상법 시행 앞둔 기업…주총서 경영권 방어막 도입 '시동',2026-03-04 11:58,https://www.thepublic.kr/news/articleView.html?idxno=296097,"삼성물산과 삼성E&A는 이사를 각 1명씩 줄이기로 했고, 한화갤러리아는 이사회 정원 상한을 13명에서 7명으로 줄였다. 3% 룰은 기업이 곤혹스러워하는 장치다. 기존에는 이사를 일괄 선출한 뒤 그중 감사위원을 정해... ",0.7
452260,한화갤러리아,"[재계 조명] 재계의 상속자들 21 - 한화 그룹 차남 김동원 사장 ""인적분...",2026-03-04 08:00,http://www.queen.co.kr/news/articleView.html?idxno=452303,"이번에 자신이 맡고 있던 부분을 떼어내 사실상 독자 경영을 하게 된 김동선 한화갤러리아 부사장은 국가대표 승마선수로 이름을 날렸던 인물이다. 초등학교 5학년 때부터 승마를 시작, 광저우 아시안게임과 2014년 인천... ",0.7
032820,우리기술,"서울시립대, 1904명 신입생 입학식 성료…'동문가족 감사장' 첫 전달",2026-03-04 13:36,https://n.news.naver.com/mnews/article/008/0005325140?sid=102,"원 총장은 입학식사에서 ""우리 대학은 첨단기술 기반의 도시과학으로 서울과 세상을 바꾸는 '리딩 에지(Leading-Edge) 대학'으로 거듭나고 있다""며 ""신입생들이 전공의 경계를 넘어 인공지능(AI)과 소프트웨어 융합 역량을... ",0.85
