ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
049630,재영솔루텍,2026-01-16,5870.0,9.31,96.6,60.0,6862.0,119.8,7.119999885559082,49.0,824.0,0.0,0.0,-0.05,59.2,-59.28,-0.91,98.93,-99.06,-4.59,112.6,-83.51,-7.49,135.76,113.38,-6.73,100.03,268.96
012610,경인양행,2026-01-16,5000.0,8.23,93.6,60.0,2081.0,13.51,0.8600000143051147,370.0,5828.0,1.0,50.0,-0.01,23.45,-23.1,-1.86,15.76,-12.56,-2.74,-3.93,8.51,-2.23,-7.34,11.49,-0.01,-13.28,14.86
295310,에이치브이엠,2026-01-16,72400.0,-3.85,5.8,40.0,8617.0,0.0,13.029999732971191,0.0,5555.0,0.0,0.0,-107.77,54.01,85.28,-187.62,101.37,94.06,-311.15,162.32,135.76,-310.11,141.25,154.73,-377.04,98.56,266.41
086280,현대글로비스,2026-01-16,257000.0,-3.38,0.0,75.0,192750.0,17.62,2.200000047683716,14585.0,116975.0,1.440000057220459,3700.0,-563.13,-1504.34,2027.0,-500.38,-2002.99,2441.16,-466.46,-1644.24,2054.85,-395.81,-1824.63,2159.23,-1839.03,-1390.66,3235.88
014910,성문전자,2026-01-16,2500.0,-7.92,26.8,60.0,562.0,19.69,1.2999999523162842,127.0,1917.0,0.0,0.0,-0.0,-1.06,0.78,-0.09,-2.24,6.27,-0.1,-2.73,6.55,-0.68,-2.12,6.56,-0.99,-1.73,6.49
023810,인팩,2026-01-16,12600.0,-0.32,22.2,40.0,1260.0,54.08,1.0099999904632568,233.0,12445.0,1.4299999475479126,180.0,-1.1,-3.58,5.39,-1.13,-1.98,-1.09,-1.04,0.08,-3.44,-3.45,3.54,-4.5,-3.83,2.11,-3.0
012860,모베이스전자,2026-01-16,5680.0,29.98,9.5,60.0,4160.0,26.06,1.870000004768372,218.0,3038.0,0.0,0.0,-0.1,-28.74,30.7,-0.1,-25.48,27.41,-0.1,-22.81,24.64,-0.22,-19.35,20.66,-0.57,-22.74,18.94
00781K,코리아써키트2우B,2026-01-16,13060.0,3.73,50.0,40.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0,0.01,-0.03,0.0,0.01,-0.04
042700,한미반도체,2026-01-16,178500.0,-0.83,95.3,95.0,170132.0,112.33,31.32999992370605,1589.0,5698.0,0.4000000059604645,720.0,467.49,-136.77,-347.88,1616.68,2236.88,-3808.68,2445.32,1061.73,-3406.15,3485.83,197.85,-3508.22,5104.44,74.85,-5064.37
000990,DB하이텍,2026-01-16,85200.0,4.03,100.0,75.0,37066.0,15.43,1.809999942779541,5520.0,47181.0,1.440000057220459,1230.0,417.01,-50.69,-369.7,668.46,14.58,-648.12,953.89,136.21,-1024.94,1015.9,861.17,-1787.85,1676.13,1333.96,-2970.67
022100,포스코DX,2026-01-16,42000.0,8.67,45.4,85.0,63855.0,72.41,12.1899995803833,580.0,3446.0,0.3000000119209289,125.0,9.92,83.78,-93.84,-38.35,-166.38,194.7,118.51,-1.34,-131.37,140.0,-4.39,-154.88,126.29,132.57,-277.32
000720,현대건설,2026-01-16,104300.0,4.4,100.0,40.0,116144.0,0.0,1.4600000381469729,0.0,71394.0,0.5799999833106995,600.0,611.29,1522.12,-2119.97,384.3,2287.17,-2658.12,2644.08,2127.35,-4776.78,2853.39,2246.27,-5067.77,3938.53,-1894.65,-2062.79
