ticker,name,title,pub_date,link,description,score
000990,DB하이텍,"DB하이텍, 지난해 영업이익 2773억원...2024년 대비 45% 증가",2026-02-05 18:10,https://n.news.naver.com/mnews/article/009/0005633203?sid=101,DB하이텍이 반도체 호황에 힘입어 호실적을 발표했다. 5일 DB하이텍은 연결 기준 작년 한 해 영업이익이 2773억원으로 전년 대비 45% 증가한 것으로 잠정 집계됐다고 공시했다. 연간 매출은 1조3972억원으로 전년 대비... ,0.9
000990,DB하이텍,"DB하이텍, 올해 '풀가동'…중국 파운드리 주문 몰려",2026-02-05 18:07,https://n.news.naver.com/mnews/article/015/0005247577?sid=101,"국내 2위, 세계 10위권 파운드리(반도체 수탁생산) 업체 DB하이텍이 올해 목표 매출과 영업이익을 1조5000억원, 3000억원으로 잡았다. 고전압 전력반도체 사업이 본궤도에 올라 가동률이 지난해 96%에서 올해 98%로... ",0.9
000990,DB하이텍,동학개미가 코스피5000 지켰다 외인이 투매한 삼성전자 다 흡수,2026-02-06 15:54,http://www.smedaily.co.kr/news/articleView.html?idxno=350935,"이외에도 한미반도체(13.01%), 리노공업(7.60%), DB하이텍(5.20%), 원익IPS(5.20%) 등 국내 증시 주요 반도체 종목들로 포트폴리오가 구성돼 있다. 이번 개인들의 증시 참여가 ETF를 중심으로 이뤄지면서 지난 동학개미... ",0.85
00680K,미래에셋증권2우B,보통주 3조 담을때 고작 60억…외면받는 우선주ETF,2026-02-05 18:02,https://n.news.naver.com/mnews/article/011/0004587256?sid=101,"같은 기간 LG전자와 LG전자우는 47.2%에서 50.4%로, 한화와 한화3우B는 55.1%에서 59.2%로, 한국금융지주와... 우선주 괴리율이 13.8%포인트 벌어진 미래에셋증권(006800)도 유사한 사례다. 미래에셋증권 보통주는 스페이스X... ",0.85
00680K,미래에셋증권2우B,"“땡큐, 스페이스X”...연일 훈풍 미래에셋증권, 시총 30조 클럽 가입 [...",2026-02-05 06:38,https://n.news.naver.com/mnews/article/011/0004586831?sid=101,미래에셋증권은 이날 전일 대비 1250원(2.5%) 오른 5만 1200원에 거래를 마쳤다. 지난해 말과 비교하면 두 배 이상 뛴 수준이다. 시장에서는 인공지능(AI) 스타트업 xAI와 우주항공 기업 스페이스X 등 비상장 혁신기업에... ,0.85
00680K,미래에셋증권2우B,"금융지주도 넘겼다…미래에셋증권, ‘스페이스X’ 타고 시총 31조 돌파",2026-02-04 16:38,https://n.news.naver.com/mnews/article/018/0006213243?sid=101,미래에셋증권(006800)이 시가총액 31조원을 돌파했다. 일론 머스크가 이끄는 우주기업 스페이스X에 대한 선제적 투자 성과가 본격적으로 부각되면서 주가가 급등한 영향이다. 증권업계 시가총액 1위 자리를... ,0.85
321370,센서뷰,오늘의 메모[2월 6일],2026-02-05 11:02,https://n.news.naver.com/mnews/article/011/0004586997?sid=101,(국내CB) 차바이오텍(우선주의 보통주전환) 마녀공장·이엔셀·앱클론(주식매수선택권행사) 센서뷰(321370)·서진시스템(178320)(국내CB·BW) ▲주권변경상장=성도이엔지(037350)(주식소각),0.85
321370,센서뷰,"[주식마감기사] '스페이스X 상장' 기대감에 스피어 상한가... LK삼양, 코...",2026-02-06 19:40,https://www.ggilbo.com/news/articleView.html?idxno=1140610,"케이바이오, 한국비티비, 조아제약, 엔투텍, 플루토스, 재영솔루텍, 아미코젠, 해성옵틱스, 아주IB투자, 씨엔플러스, 우리기술, 유틸렉스, 흥구석유, 세운메디칼, 다날, 센서뷰, 유디엠텍, 대아티아이, 메이슨캐피탈이다.",0.7
321370,센서뷰,"유니콘, 스타트업 '사다리' 역할하는 기술특례상장, 연이은 예측 실패에...",2026-02-06 16:08,https://www.thepublic.kr/news/articleView.html?idxno=293609,"아울러 이 매체 보도에 따르면 신한투자증권과 SK증권, 신영증권이 주관한 시선AI, 대신증권이 주관한 시큐레터, 미래에셋증권이 주관한 에스바이오메딕스, 삼성증권이 주관한 센서뷰 역시 비슷한 상황이라고 전했다.... ",0.7
012860,모베이스전자,"""일단 줍자"" 1200% 껑충…로봇주 앞에선 개미들 이성도 '삐거덕'",2026-02-04 04:13,https://n.news.naver.com/mnews/article/008/0005313616?sid=101,"3일 한국거래소에 따르면 올해 투자위험으로 지정된 종목은 총 9개로 이 가운데 뉴로메카, 협진, 현대무벡스, 휴림로봇, 모베이스전자, 본시스템즈 등 로봇 관련주가 6개다. 코넥스 상장사 본시스템즈는 최근 3개월간... ",0.85
012860,모베이스전자,"타이어는 달린다... 한국타이어·넥센, 원가 안정에 2%대 '깜짝 반등'",2026-02-07 00:16,https://www.pinpointnews.co.kr/news/articleView.html?idxno=426497,"차량용 통신 모듈의 폴라리스오피스와 카메라 모듈 전문 모베이스전자, 스마트 전장 부품의 모베이스가 2~6%대 낙폭을 기록 중이다. 보안 솔루션의 아우토크립트와 소프트웨어 전문 페스카로, 센서 기술의... ",0.7
012860,모베이스전자,"미국 땅 밟은 알멕, 블루오벌SK 손잡고 올해 '실적 퀀텀점프' 예고",2026-02-06 13:30,https://www.pinpointnews.co.kr/news/articleView.html?idxno=426505,"차량용 통신 모듈의 폴라리스오피스와 카메라 모듈 전문 모베이스전자, 스마트 전장 부품의 모베이스가 2~6%대 낙폭을 기록 중이다. 보안 솔루션의 아우토크립트와 소프트웨어 전문 페스카로, 센서 기술의... ",0.7
272210,한화시스템,[한남대학교 창업중심대학 스타트업 CEO] 방위산업 MRO AI 플랫폼 개발하...,2026-02-07 18:52,https://magazine.hankyung.com/job-joy/article/202602070812d,"단축 시스템 가용도 99.7% 달성이라는 결과를 보여줬습니다. 좋아 보이는 기술이 아니라, 현역 함정에서... 또한 한남대·한화오션·한국기계연·퓨리오사AI와 함께 차세대 함정·무인기 사출·회수 체계의... ",0.9
272210,한화시스템,'110% 보상' 약속한 빗썸...금융당국 긴급 점검 착수(종합),2026-02-07 22:52,https://www.techm.kr/news/articleView.html?idxno=149231,"비트코인 2000개는 한화로 약 1970억원에 달한다. 빗썸으 인당 2000원씩, 총 62만원을 지급할 예정이었으나... 우선 빗썸에 대한 점검을 실시하고 이후 여타 거래소에 대해서도 가상자산 보유운영 현황과 내부통제 시스템... ",0.7
272210,한화시스템,"LIG넥스원 3,700억 투자…구미 방산 유치 1조 돌파",2026-02-07 21:23,https://n.news.naver.com/mnews/article/056/0012121033?sid=101,"[김장호/구미시장 : ""한화 시스템의 2,000억 투자, LIG넥스원의 거의 1조에 가까운 투자가 이어지면서 구미가 대한민국의 유도 무기 분야에 방산 제조 연구의 거점이 되고 있습니다.""] 경상북도는 방산 공급망 안정과 수출... ",0.7
006800,미래에셋증권,"다시 뜨는 ‘태양광’...한화솔루션, 머스크 한 마디에 ‘불기둥’",2026-02-07 11:59,https://n.news.naver.com/mnews/article/050/0000102023?sid=101,유진투자증권(2만5000원→5만원)을 비롯해 현대차증권(3만8000원→4만7000원) 하나증권(3만원→4만7000원) 미래에셋증권(3만5000원→4만6000원) NH투자증권(3만5000원→4만50000원) 신한투자증권(3만원→4만4000원) 등 전날... ,0.9
