ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,note
244920,에이플러스에셋,KOSPI,9250,7,"[8.7, 5.2, 9.8, 4.7, 11.2, 18.2, 5.8]",5.84,True,0.45,80,80,VCP Pattern Detected
347850,디앤디파마텍,KOSDAQ,88900,8,"[22.1, 10.3, 3.7, 25.3, 16.6, 15.6, 14.1, 7.9]",7.88,True,0.66,70,50,VCP Pattern Detected
212560,네오오토,KOSDAQ,11500,3,"[12.0, 9.2, 4.8]",4.78,False,2.58,70,60,VCP Pattern Detected
023810,인팩,KOSPI,9890,7,"[3.5, 3.1, 10.2, 0.0, 10.7, 3.3, 2.6]",2.59,False,2.94,60,80,VCP Pattern Detected
011210,현대위아,KOSPI,79300,8,"[7.7, 1.9, 1.4, 11.9, 3.6, 8.1, 5.9, 3.1]",3.12,False,1.39,60,60,VCP Pattern Detected
012205,계양전기우,KOSPI,10500,7,"[3.8, 5.0, 0.0, 17.3, 4.4, 5.8, 5.2]",5.17,False,7.6,50,60,VCP Pattern Detected
012610,경인양행,KOSPI,5010,8,"[5.5, 9.4, 0.0, 8.9, 8.7, 5.3, 9.6, 7.9]",7.91,False,1.95,50,30,VCP Pattern Detected
000660,SK하이닉스,KOSPI,677000,6,"[6.2, 11.9, 6.8, 6.6, 16.2, 9.7]",9.71,False,0.93,50,30,VCP Pattern Detected
295310,에이치브이엠,KOSDAQ,67100,7,"[18.7, 19.8, 14.7, 7.2, 17.6, 10.3, 7.9]",7.92,False,1.81,50,30,VCP Pattern Detected
