ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,note
049630,재영솔루텍,KOSDAQ,5370,8,"[11.0, 20.3, 8.2, 6.9, 21.8, 25.0, 16.4, 8.0]",8.05,True,0.35,80,50,VCP Pattern Detected
023810,인팩,KOSPI,12640,6,"[3.1, 10.2, 0.0, 10.7, 3.3, 2.6]",2.59,False,1.87,60,80,VCP Pattern Detected
086280,현대글로비스,KOSPI,266000,7,"[5.4, 3.2, 15.6, 3.2, 15.3, 6.5, 3.7]",3.72,False,3.18,60,60,VCP Pattern Detected
011210,현대위아,KOSPI,88200,8,"[7.7, 1.9, 1.4, 11.9, 3.6, 8.1, 5.9, 3.1]",3.12,False,2.47,60,60,VCP Pattern Detected
014910,성문전자,KOSPI,2715,5,"[9.8, 4.6, 4.4, 12.4, 5.9]",5.95,False,4.71,50,60,VCP Pattern Detected
00781K,코리아써키트2우B,KOSPI,12590,5,"[1.6, 4.5, 7.9, 25.1, 5.8]",5.84,False,0.89,50,60,VCP Pattern Detected
295310,에이치브이엠,KOSDAQ,75300,6,"[19.8, 14.7, 7.2, 17.6, 10.3, 7.9]",7.92,False,1.38,50,30,VCP Pattern Detected
464080,에스오에스랩,KOSDAQ,22150,7,"[22.0, 5.7, 0.0, 20.6, 4.1, 22.4, 5.8]",5.78,False,2.08,50,60,VCP Pattern Detected
