ticker,name,collection_date,close,price_change_pct,supply_score,fundamental_score,market_cap,PER,PBR,EPS,BPS,DIV,DPS,기관_5일,외인_5일,개인_5일,기관_15일,외인_15일,개인_15일,기관_30일,외인_30일,개인_30일,기관_50일,외인_50일,개인_50일,기관_100일,외인_100일,개인_100일
042700,한미반도체,2026-03-04,259000.0,-8.16,0.0,95.0,0,103.15,37.41,2511,6923,0.31,0,2805.95,3891.19,-6697.14,2917.05,3835.65,-6752.7,5512.15,3573.67,-9085.82,7430.59,6086.11,-13516.69,10311.65,3989.5,-14301.15
013520,화승코퍼레이션,2026-03-04,2770.0,-13.03,87.7,80.0,1386,3.88,0.5,714,5540,0.0,0,-0.02,9.68,-9.67,-0.39,10.31,-9.92,-0.37,18.21,-17.84,-0.61,20.59,-19.98,-0.91,34.56,-33.65
187660,현대ADM,2026-03-04,10580.0,-29.98,50.0,20.0,5868,0.0,26.92,-315,393,0.0,0,0.0,4.38,-4.38,-3.69,-2.88,6.57,-4.03,16.36,-12.33,-4.06,14.96,-10.9,-1.52,6.15,-4.63
272210,한화시스템,2026-03-04,116000.0,-20.93,0.0,75.0,0,36.81,4.56,3151,25438,0.43,0,-175.63,514.99,-339.37,-328.77,-789.72,1118.48,139.42,492.96,-632.38,1769.49,3446.43,-5215.91,1191.34,3139.63,-4330.97
452260,한화갤러리아,2026-03-04,2625.0,-6.91,0.0,20.0,5089,0.0,0.65,-180,4038,0.0,0,-4.14,-76.52,80.66,-3.66,-50.73,54.39,-3.87,-61.06,64.92,-1.92,-50.26,52.18,-5.9,-59.15,65.05
319660,피에스케이,2026-03-04,54400.0,-11.26,0.0,75.0,0,21.13,3.04,2574,17894,1.25,0,6.92,92.63,-99.55,-46.45,15.98,30.48,225.81,64.68,-290.5,493.66,167.64,-661.3,561.89,342.6,-904.49
006400,삼성SDI,2026-03-04,351000.0,-13.97,0.0,20.0,0,0.0,1.29,-8325,272093,0.0,0,1617.26,2776.88,-4394.15,2102.12,3497.2,-5599.32,4397.75,4515.25,-8913.0,3588.87,4452.95,-8041.82,5098.02,3662.51,-8760.53
009150,삼성전기,2026-03-04,362500.0,-11.37,0.0,60.0,0,39.84,2.87,9099,126306,0.65,0,-607.17,-699.62,1306.79,-269.85,1720.39,-1450.54,-1991.43,3260.33,-1268.9,-1961.6,3275.18,-1313.58,376.96,3977.55,-4354.51
032820,우리기술,2026-03-04,12760.0,-25.21,0.0,75.0,0,153.73,15.47,83,824,0.0,0,53.03,-169.2,116.18,199.17,420.29,-619.46,747.83,860.0,-1607.83,749.55,772.03,-1521.59,863.62,741.06,-1604.68
900290,GRT,2026-03-04,5460.0,-2.5,70.6,65.0,4414,5.61,0.39,974,14000,1.07,0,0.93,11.3,-12.23,2.85,7.02,-9.86,2.85,1.99,-4.84,2.85,-5.08,2.23,2.85,5.65,-8.49
010820,퍼스텍,2026-03-04,6710.0,-16.02,0.0,95.0,3273,22.22,4.61,302,1455,0.0,0,-0.14,-86.22,86.36,-0.93,-121.49,122.42,-1.66,-141.13,142.79,-1.25,-215.37,216.62,1.4,-190.61,189.21
010690,화신,2026-03-04,11550.0,-14.32,100.0,80.0,4033,6.13,0.74,1883,15608,0.0,0,-12.47,82.59,-70.12,129.21,58.45,-187.65,145.2,27.32,-172.52,142.76,-5.0,-137.75,122.58,114.97,-237.55
036170,에이치엠넥스,2026-03-04,2810.0,2.37,55.3,40.0,1724,29.58,1.29,95,2178,0.0,0,0.05,1.71,-1.75,0.05,-0.64,0.59,0.04,1.17,-1.21,0.02,2.24,-2.25,-1.32,3.43,-2.11
