Date,Open,High,Low,Close,Volume,Change
2024-03-18,6130,6500,5820,6420,29855,0.03883495145631066
2024-03-19,6410,6630,6370,6530,33723,0.017133956386292892
2024-03-20,6530,6650,6310,6500,9852,-0.004594180704441064
2024-03-21,6470,6810,6430,6660,22188,0.024615384615384706
2024-03-22,6640,6640,6480,6610,5636,-0.007507507507507505
2024-03-25,6510,6510,6320,6390,10860,-0.033282904689863835
2024-03-26,6390,6520,6240,6480,16249,0.014084507042253502
2024-03-27,6480,6480,6340,6400,6327,-0.012345679012345734
2024-03-28,6900,6900,6400,6670,23818,0.042187500000000044
2024-03-29,6670,7000,6620,6740,23655,0.010494752623688264
2024-04-01,6740,7210,6300,6450,116510,-0.04302670623145399
2024-04-02,6750,6910,6310,6420,91140,-0.0046511627906976605
2024-04-03,6450,6520,6300,6350,17049,-0.010903426791277204
2024-04-04,6390,6390,6250,6300,8798,-0.007874015748031482
2024-04-05,6300,6300,6150,6170,9375,-0.020634920634920673
2024-04-08,6180,6790,6130,6510,20382,0.05510534846029169
2024-04-09,6510,6650,6390,6480,10406,-0.004608294930875556
2024-04-11,6480,6520,6460,6490,7368,0.0015432098765431057
2024-04-12,6380,6590,6160,6250,13020,-0.036979969183358996
2024-04-15,6250,6250,5940,6160,15425,-0.014399999999999968
2024-04-16,6040,6140,5960,6140,10124,-0.0032467532467532756
2024-04-17,6140,7500,6090,6410,182315,0.043973941368078195
2024-04-18,6490,6540,6360,6360,10837,-0.007800312012480548
2024-04-19,6390,6460,6300,6330,7170,-0.004716981132075526
2024-04-22,6350,6500,6290,6420,5130,0.014218009478673022
2024-04-23,6480,6550,6330,6410,7951,-0.0015576323987538387
2024-04-24,6410,6460,6320,6460,6402,0.007800312012480548
2024-04-25,6440,6450,6230,6230,13150,-0.035603715170278605
2024-04-26,6330,6330,6170,6170,8461,-0.009630818619582704
2024-04-29,6170,6400,6000,6320,31629,0.024311183144246407
2024-04-30,6320,6900,6320,6870,63515,0.08702531645569622
2024-05-02,6870,7110,6620,7000,40414,0.018922852983988436
2024-05-03,7100,8950,7100,7710,1236497,0.10142857142857142
2024-05-07,7850,7930,7500,7510,105301,-0.025940337224383936
2024-05-08,7590,7720,7280,7700,45672,0.025299600532623145
2024-05-09,7620,7690,7490,7600,56245,-0.012987012987012991
2024-05-10,7600,9720,7510,8880,1295571,0.16842105263157903
2024-05-13,9150,9550,8510,8650,374308,-0.025900900900900914
2024-05-14,8650,9150,8460,8820,105996,0.01965317919075149
2024-05-16,9000,9950,8910,9580,386286,0.08616780045351469
2024-05-17,9580,9600,8920,9120,161387,-0.04801670146137782
2024-05-20,9120,9500,9000,9190,46515,0.007675438596491224
2024-05-21,9190,9700,9190,9420,99274,0.02502720348204579
2024-05-22,9360,9410,9000,9120,46035,-0.031847133757961776
2024-05-23,9010,9080,8200,8610,80822,-0.05592105263157898
2024-05-24,8670,8930,8030,8470,77688,-0.016260162601625994
2024-05-27,8470,8470,8060,8060,43234,-0.04840613931523019
2024-05-28,8050,8450,7890,7890,43279,-0.021091811414392092
2024-05-29,7870,8000,7500,7840,61454,-0.006337135614702172
2024-05-30,7770,8100,7500,7610,49514,-0.029336734693877542
2024-05-31,7550,8050,7550,7760,51301,0.019710906701708275
2024-06-03,7760,7790,7360,7490,34782,-0.03479381443298968
2024-06-04,7490,7490,7100,7160,31779,-0.044058744993324406
2024-06-05,7150,7190,6810,6950,27294,-0.029329608938547524
2024-06-07,6890,6970,6740,6740,17344,-0.030215827338129442
2024-06-10,6800,6910,6750,6760,14206,0.0029673590504450953
2024-06-11,6770,7190,6770,6770,22419,0.0014792899408284654
2024-06-12,6830,7350,6790,7250,33360,0.07090103397341219
2024-06-13,7480,7900,7310,7470,98504,0.030344827586206824
2024-06-14,7660,9260,7630,8250,641408,0.10441767068273089
2024-06-17,8300,8400,7700,7820,64847,-0.052121212121212124
2024-06-18,8000,8300,7640,7640,55293,-0.023017902813299185
2024-06-19,7600,7630,7070,7080,68814,-0.0732984293193717
2024-06-20,7110,7180,6990,7010,27158,-0.009887005649717562
2024-06-21,7030,7400,6990,7150,29080,0.0199714693295292
2024-06-24,7200,7350,6930,6930,16352,-0.03076923076923077
2024-06-25,6930,7200,6930,7090,11025,0.023088023088023046
2024-06-26,7120,7270,7020,7120,10696,0.004231311706629048
2024-06-27,7180,7770,6980,7170,39530,0.0070224719101124045
2024-06-28,7170,7170,6760,6770,47334,-0.05578800557880059
2024-07-01,6800,7030,6620,6620,41985,-0.02215657311669128
2024-07-02,6500,6500,6110,6150,48079,-0.07099697885196377
2024-07-03,6100,6220,5840,5950,51008,-0.03252032520325199
2024-07-04,6000,6050,5810,5910,23707,-0.006722689075630228
2024-07-05,5970,5980,5840,5880,13833,-0.005076142131979711
2024-07-08,5920,6080,5890,6080,33368,0.03401360544217691
2024-07-09,6140,6140,5970,6040,12524,-0.006578947368421018
2024-07-10,6040,6130,5950,6010,5558,-0.004966887417218513
2024-07-11,6070,6090,5910,5960,14321,-0.008319467554076532
2024-07-12,5960,6040,5920,5970,7634,0.001677852348993314
2024-07-15,6020,6030,5920,6030,4987,0.01005025125628145
2024-07-16,6090,6100,5970,6020,8927,-0.0016583747927031434
2024-07-17,6090,6180,6030,6150,14474,0.021594684385382035
2024-07-18,6100,6100,5840,5880,25237,-0.04390243902439028
2024-07-19,5880,6100,5850,6060,11245,0.030612244897959107
2024-07-22,6120,6120,5900,5900,13215,-0.02640264026402639
2024-07-23,5950,5960,5500,5710,31313,-0.03220338983050852
2024-07-24,5750,5810,5600,5680,11794,-0.005253940455341555
2024-07-25,5660,5660,5550,5560,7957,-0.021126760563380254
2024-07-26,5430,5570,5430,5470,15454,-0.01618705035971224
2024-07-29,5520,5890,5520,5750,10474,0.051188299817184646
2024-07-30,5830,5890,5620,5670,12516,-0.013913043478260834
2024-07-31,5700,5730,5600,5640,6337,-0.005291005291005346
2024-08-01,5630,5790,5590,5750,8182,0.019503546099290725
2024-08-02,5720,5760,5460,5680,8934,-0.012173913043478257
2024-08-05,5510,5850,4995,5720,41140,0.007042253521126751
2024-08-06,5430,5800,5420,5710,20314,-0.0017482517482517723
2024-08-07,5720,5730,5650,5710,6259,0.0
2024-08-08,5730,5730,5650,5660,5503,-0.008756567425569184
2024-08-09,5560,5680,5550,5570,8836,-0.01590106007067138
2024-08-12,5520,5640,5520,5580,10178,0.0017953321364452268
2024-08-13,5540,5600,5540,5590,3031,0.0017921146953405742
2024-08-14,5550,5640,5550,5610,3828,0.003577817531305927
2024-08-16,5990,5990,5620,5730,24343,0.021390374331550888
2024-08-19,5750,5750,5560,5560,6521,-0.029668411867364797
2024-08-20,5530,5580,5500,5550,6778,-0.0017985611510791255
2024-08-21,5550,5580,5500,5540,5052,-0.0018018018018017834
2024-08-22,5510,5580,5500,5530,3848,-0.0018050541516245744
2024-08-23,5470,5600,5440,5520,5846,-0.001808318264014508
2024-08-26,5520,5520,5420,5460,5234,-0.010869565217391353
2024-08-27,5460,5460,5370,5440,2519,-0.00366300366300365
2024-08-28,5460,6000,5400,5400,42531,-0.007352941176470562
2024-08-29,5400,5590,5250,5310,6772,-0.01666666666666672
2024-08-30,5400,5400,5280,5320,5304,0.0018832391713747842
2024-09-02,5370,5600,5320,5410,11860,0.016917293233082775
2024-09-03,5330,5500,5330,5370,5613,-0.007393715341959317
2024-09-04,5280,5280,5140,5140,9455,-0.04283054003724396
2024-09-05,5090,5210,5090,5120,10446,-0.0038910505836575737
2024-09-06,5120,5120,4955,5070,11419,-0.009765625
2024-09-09,4810,5020,4755,5020,6365,-0.009861932938856066
2024-09-10,4980,6220,4960,5360,237422,0.06772908366533859
2024-09-11,5500,5500,5150,5150,21384,-0.03917910447761197
2024-09-12,5210,5310,5130,5290,11771,0.027184466019417375
2024-09-13,5280,5390,5240,5290,9088,0.0
2024-09-19,5320,5380,5280,5300,9915,0.001890359168241984
2024-09-20,5300,5340,5280,5300,8689,0.0
2024-09-23,5300,5590,5300,5300,9621,0.0
2024-09-24,5350,5350,5300,5320,6921,0.0037735849056603765
2024-09-25,5300,5650,5290,5570,25526,0.046992481203007586
2024-09-26,5610,5610,5390,5420,12206,-0.026929982046678624
2024-09-27,5420,5800,5420,5700,24545,0.05166051660516602
2024-09-30,5670,6160,5600,5840,25189,0.024561403508772006
2024-10-02,5790,5790,5600,5640,11211,-0.03424657534246578
2024-10-04,5590,5600,5510,5550,5735,-0.015957446808510634
2024-10-07,5550,5580,5440,5500,8178,-0.009009009009009028
2024-10-08,5500,5520,5360,5500,9065,0.0
2024-10-10,5430,5500,5370,5410,3386,-0.016363636363636358
2024-10-11,5380,5520,5380,5450,4066,0.007393715341959428
2024-10-14,5390,5460,5370,5420,5633,-0.0055045871559632475
2024-10-15,5370,5430,5370,5380,3666,-0.0073800738007380184
2024-10-16,5380,5400,5310,5380,2453,0.0
2024-10-17,5330,5340,5300,5300,7687,-0.014869888475836479
2024-10-18,5260,5320,5230,5270,2632,-0.005660377358490565
2024-10-21,5220,5270,5160,5210,4585,-0.011385199240986688
2024-10-22,5170,5210,5090,5130,5877,-0.015355086372360827
2024-10-23,5140,5170,5010,5090,5496,-0.007797270955165692
2024-10-24,5140,5150,5030,5100,4633,0.0019646365422396617
2024-10-25,5150,5150,5060,5080,2121,-0.0039215686274509665
2024-10-28,5130,5140,4995,4995,7515,-0.0167322834645669
2024-10-29,5040,5050,4990,5040,4686,0.009009009009008917
2024-10-30,5050,5060,4995,5000,2116,-0.007936507936507908
2024-10-31,5030,5040,4965,4975,5586,-0.0050000000000000044
2024-11-01,5020,5020,4900,4995,4572,0.004020100502512669
2024-11-04,5040,5060,4975,5020,5170,0.005005005005005003
2024-11-05,5040,5090,4995,5040,7814,0.003984063745019917
2024-11-06,5020,5030,4895,4895,10376,-0.02876984126984128
2024-11-07,4895,4895,4850,4870,8082,-0.005107252298263587
2024-11-08,4875,4950,4860,4865,6021,-0.0010266940451745254
2024-11-11,4900,4900,4610,4655,12259,-0.043165467625899234
2024-11-12,4665,4700,4310,4440,19264,-0.04618689581095592
2024-11-13,4440,4485,4420,4445,3401,0.0011261261261261701
2024-11-14,4480,4480,4315,4315,4116,-0.02924634420697414
2024-11-15,4315,4390,4030,4150,18962,-0.03823870220162229
2024-11-18,4160,4475,4160,4195,7933,0.010843373493975905
2024-11-19,4250,4470,4195,4225,7109,0.007151370679380209
2024-11-20,4230,4270,4230,4260,974,0.008284023668639007
2024-11-21,4260,4260,4215,4225,2303,-0.008215962441314506
2024-11-22,4225,4420,4225,4235,4503,0.002366863905325367
2024-11-25,4235,4370,4150,4265,6288,0.007083825265643551
2024-11-26,4290,4800,4265,4570,19673,0.07151230949589693
2024-11-27,4530,4570,4410,4440,5318,-0.02844638949671774
2024-11-28,4430,4440,4255,4425,4975,-0.0033783783783783994
2024-11-29,4390,4800,4380,4525,9772,0.02259887005649719
2024-12-02,4450,4535,4420,4435,4294,-0.019889502762430955
2024-12-03,4395,4435,4210,4390,3112,-0.01014656144306647
2024-12-04,4335,4420,4330,4375,4997,-0.003416856492027387
2024-12-05,4335,4335,4250,4250,4223,-0.02857142857142858
2024-12-06,4215,4280,3955,4050,14547,-0.04705882352941182
2024-12-09,4010,4010,3700,3775,14279,-0.0679012345679012
2024-12-10,3775,4645,3775,4040,115025,0.07019867549668879
2024-12-11,4045,4300,4040,4200,6828,0.03960396039603964
2024-12-12,4200,4225,4155,4175,6567,-0.005952380952380931
2024-12-13,4400,4410,4140,4155,10615,-0.004790419161676662
2024-12-16,4155,4250,4155,4225,7643,0.016847172081829065
2024-12-17,4225,4225,4145,4175,4239,-0.011834319526627168
2024-12-18,4175,4215,4175,4195,3622,0.004790419161676551
2024-12-19,4155,4240,4140,4190,7540,-0.0011918951132300348
2024-12-20,4190,4190,4080,4130,3799,-0.014319809069212375
