Date,Open,High,Low,Close,Volume,Change
2024-03-18,6430,6450,6350,6420,51789,-0.0015552099533436836
2024-03-19,6450,6450,6390,6410,56304,-0.0015576323987538387
2024-03-20,6410,6420,6320,6380,78026,-0.004680187207488307
2024-03-21,6380,6480,6350,6430,75897,0.00783699059561127
2024-03-22,6480,6480,6390,6470,56018,0.0062208398133747345
2024-03-25,6470,6480,6410,6450,66633,-0.0030911901081916993
2024-03-26,6420,6460,6360,6450,73181,0.0
2024-03-27,6450,6500,6420,6450,98496,0.0
2024-03-28,6440,6470,6200,6230,118755,-0.03410852713178292
2024-03-29,6170,6250,6130,6220,107655,-0.0016051364365970988
2024-04-01,6220,6350,6210,6350,110154,0.020900321543408262
2024-04-02,6310,6330,6180,6200,81788,-0.023622047244094446
2024-04-03,6170,6180,5960,6050,120790,-0.024193548387096753
2024-04-04,6040,6040,5800,5840,125066,-0.034710743801652844
2024-04-05,5780,5850,5700,5840,100079,0.0
2024-04-08,5790,5840,5630,5690,112798,-0.025684931506849362
2024-04-09,5690,5850,5650,5780,124676,0.01581722319859402
2024-04-11,5680,5910,5680,5880,58015,0.01730103806228378
2024-04-12,5880,5880,5710,5840,86717,-0.006802721088435382
2024-04-15,5750,5820,5660,5670,74811,-0.02910958904109584
2024-04-16,5670,5670,5550,5610,67049,-0.010582010582010581
2024-04-17,5610,5630,5510,5560,20775,-0.0089126559714795
2024-04-18,5570,5730,5550,5720,37989,0.02877697841726623
2024-04-19,5700,5700,5530,5670,26971,-0.00874125874125875
2024-04-22,5670,5700,5620,5700,13802,0.005291005291005346
2024-04-23,5720,5720,5630,5710,22328,0.0017543859649122862
2024-04-24,5710,5730,5650,5700,14143,-0.0017513134851138146
2024-04-25,5710,5710,5630,5700,11438,0.0
2024-04-26,5680,5690,5640,5670,22905,-0.0052631578947368585
2024-04-29,5680,5710,5620,5680,33450,0.0017636684303350414
2024-04-30,5680,5710,5670,5710,13151,0.005281690140845008
2024-05-02,5880,6040,5830,6020,121896,0.05429071803852881
2024-05-03,6010,6030,5950,6020,27243,0.0
2024-05-07,6020,6040,5960,6010,22385,-0.0016611295681062677
2024-05-08,6020,6040,5980,6030,10030,0.0033277870216306127
2024-05-09,6030,6110,6000,6050,37342,0.0033167495854062867
2024-05-10,6060,6080,6030,6070,45895,0.0033057851239668423
2024-05-13,6070,6110,6070,6110,27125,0.006589785831960571
2024-05-14,6110,6150,6100,6150,14149,0.00654664484451728
2024-05-16,6150,6250,6070,6230,106763,0.01300813008130075
2024-05-17,6210,6230,6140,6200,66275,-0.0048154093097912964
2024-05-20,6190,6210,6170,6190,38692,-0.001612903225806428
2024-05-21,6210,6210,6120,6190,46838,0.0
2024-05-22,6190,6190,6140,6170,65591,-0.003231017770597755
2024-05-23,6170,6190,6150,6190,67114,0.0032414910858995505
