Date,Open,High,Low,Close,Volume,Change
2024-03-18,17230,17390,16500,17250,166796,-0.0005793742757821407
2024-03-19,17150,18240,16800,17580,308429,0.019130434782608674
2024-03-20,17470,17570,17000,17040,126688,-0.030716723549488067
2024-03-21,17060,17270,16940,16950,82151,-0.005281690140845119
2024-03-22,16940,17190,16830,16900,66719,-0.002949852507374673
2024-03-25,16940,16970,16190,16270,108105,-0.03727810650887575
2024-03-26,16200,16410,15980,16090,93154,-0.011063306699446884
2024-03-27,16100,16260,15930,16080,44445,-0.0006215040397762328
2024-03-28,16100,16190,15590,15670,59404,-0.025497512437810954
2024-03-29,15670,15780,15320,15390,38709,-0.01786853860880666
2024-04-01,15400,18640,15390,17630,3603708,0.14554905782975958
2024-04-02,17340,17440,16620,16980,311971,-0.03686897334089623
2024-04-03,16700,16970,16020,16650,183441,-0.019434628975265045
2024-04-04,16550,16950,16120,16180,130451,-0.028228228228228236
2024-04-05,16030,16800,16010,16280,75595,0.006180469715698411
2024-04-08,16430,16440,15800,15880,82074,-0.02457002457002455
2024-04-09,15890,16290,15810,15850,83936,-0.0018891687657430767
2024-04-11,15840,16180,15450,16150,49527,0.018927444794952786
2024-04-12,16140,16240,15890,15960,41027,-0.0117647058823529
2024-04-15,15610,15900,15450,15640,38291,-0.020050125313283207
2024-04-16,15550,15550,15220,15320,53213,-0.020460358056266004
2024-04-17,15320,15560,15170,15170,33737,-0.009791122715404721
2024-04-18,15170,15580,15170,15560,21165,0.02570863546473312
2024-04-19,15500,15560,15010,15190,36662,-0.023778920308483276
2024-04-22,15240,15600,15090,15520,42695,0.02172481895984202
2024-04-23,15500,15720,15280,15280,44568,-0.015463917525773141
2024-04-24,15320,15640,15320,15560,25055,0.018324607329842868
2024-04-25,15560,15730,15490,15600,19133,0.0025706940874035134
2024-04-26,15600,15800,15510,15550,26804,-0.0032051282051281937
2024-04-29,15650,16300,15580,16170,55775,0.039871382636655905
2024-04-30,16150,16360,16000,16280,46012,0.006802721088435382
2024-05-02,16300,16700,16150,16190,60748,-0.005528255528255532
2024-05-03,16470,16810,16300,16580,84892,0.024088943792464512
2024-05-07,16500,16570,16210,16420,47420,-0.00965018094089265
2024-05-08,16420,16420,16030,16190,38301,-0.014007308160779552
2024-05-09,16430,16430,15880,15970,30160,-0.013588634959851742
2024-05-10,15970,16200,15970,16130,18733,0.010018785222291715
2024-05-13,16140,16200,15590,15850,24031,-0.017358958462492247
2024-05-14,15840,16180,15790,15890,18459,0.0025236593059936308
2024-05-16,15890,16210,15890,16000,21378,0.006922592825676421
2024-05-17,15830,16240,15760,16140,35616,0.008750000000000036
2024-05-20,16160,16270,15810,15840,31745,-0.018587360594795488
2024-05-21,15710,15840,15460,15620,61032,-0.01388888888888884
2024-05-22,15660,15930,15620,15850,24872,0.01472471190781044
2024-05-23,15750,15940,15740,15800,24252,-0.003154574132492094
2024-05-24,15650,15990,15570,15990,29213,0.012025316455696267
2024-05-27,16150,16200,16030,16130,39573,0.008755472170106415
2024-05-28,16130,16240,15890,16040,36977,-0.0055796652200867936
2024-05-29,15930,16080,15280,15280,52787,-0.04738154613466339
2024-05-30,15270,15460,14790,14880,40930,-0.02617801047120416
2024-05-31,14830,15100,14830,14990,26306,0.007392473118279508
2024-06-03,15520,15810,15110,15230,64670,0.016010673782521634
2024-06-04,15240,15780,15240,15660,51361,0.028233749179251477
2024-06-05,15660,15900,15390,15880,31755,0.01404853128991057
2024-06-07,15730,16770,15650,16310,166615,0.027078085642317395
2024-06-10,16990,17500,16040,16100,641501,-0.012875536480686733
2024-06-11,16100,16370,15920,15940,69594,-0.009937888198757738
2024-06-12,15900,16130,15400,15910,86179,-0.0018820577164366803
2024-06-13,15860,16260,15860,15970,65998,0.0037712130735385596
2024-06-14,15920,15920,15500,15680,51618,-0.018159048215403928
2024-06-17,15570,15660,15350,15380,32629,-0.01913265306122447
2024-06-18,15200,15470,15120,15170,51162,-0.013654096228868706
2024-06-19,15100,15370,15100,15370,26565,0.013183915622940079
2024-06-20,15290,15710,15280,15360,33486,-0.0006506180871828082
2024-06-21,15350,15390,15100,15100,54887,-0.01692708333333337
2024-06-24,14970,15070,14500,14560,60099,-0.03576158940397356
2024-06-25,14480,14840,14480,14670,30302,0.007554945054945028
2024-06-26,14540,14660,14400,14520,21725,-0.010224948875255602
2024-06-27,14520,14590,14430,14460,11473,-0.004132231404958664
2024-06-28,14400,14590,14400,14470,11382,0.0006915629322268302
2024-07-01,14470,14670,14470,14570,13091,0.006910850034554272
2024-07-02,14540,14660,14370,14400,18179,-0.011667810569663706
2024-07-03,14340,14540,14250,14250,19835,-0.01041666666666663
2024-07-04,14110,14290,14050,14050,19844,-0.01403508771929829
2024-07-05,14050,14140,13760,13930,32743,-0.008540925266903865
