Date,Open,High,Low,Close,Volume,Change
2024-03-18,45064,45064,44370,44448,36363,-0.00858742444181737
2024-03-19,44371,44448,44062,44140,34757,-0.0069294456443484975
2024-03-20,44448,44448,43908,43986,30774,-0.0034888989578613083
2024-03-21,44139,44447,43985,44448,52508,0.010503341972445845
2024-03-22,44371,44525,43985,44140,36309,-0.0069294456443484975
2024-03-25,44140,44294,43523,43755,41102,-0.008722247394653326
2024-03-26,44216,44525,44139,44294,35289,0.012318592160895925
2024-03-27,44062,44448,43985,44294,32806,0.0
2024-03-28,44371,51920,43909,47992,837792,0.08348760554476908
2024-03-29,47991,50379,47067,49070,254454,0.022462077012835424
2024-04-01,49994,50071,45526,46066,296899,-0.061218667210108046
2024-04-02,46066,46297,45449,45604,81965,-0.010029088698823463
2024-04-03,45603,46143,45372,45989,56015,0.008442241908604542
2024-04-04,46143,46143,45449,45681,48920,-0.00669725369110008
2024-04-05,45295,46065,44986,45218,67494,-0.01013550491451587
2024-04-08,45218,45603,44370,44525,44042,-0.015325755230218063
2024-04-09,44679,44910,44370,44602,27156,0.0017293655249859263
2024-04-11,44063,44448,43678,43678,78695,-0.02071655979552489
2024-04-12,43678,43909,43370,43370,47257,-0.007051604926965549
2024-04-15,43369,43678,43215,43601,30451,0.005326262393359427
2024-04-16,43370,43524,42830,43216,45048,-0.008830072704754444
2024-04-17,43369,43369,42675,42753,47990,-0.010713624583487569
2024-04-18,43061,43601,42830,43370,31545,0.014431735784623312
2024-04-19,43061,43909,43061,43909,28993,0.012427945584505329
2024-04-22,44293,44756,43985,44756,32033,0.01928989501013456
2024-04-23,44524,45372,44447,45218,33232,0.010322638305478637
2024-04-24,45526,45526,44755,44910,24415,-0.006811446768985818
2024-04-25,44601,45526,44601,44987,22087,0.001714540191494196
2024-04-26,45372,45449,44986,45372,25757,0.008558027874719265
2024-04-29,45603,47221,45449,46297,78204,0.020387022833465496
2024-04-30,46142,46528,46065,46451,20755,0.0033263494394886184
2024-05-02,46219,46759,46142,46220,19893,-0.0049729822824051695
2024-05-03,46682,46990,45835,45835,27220,-0.008329727390739894
2024-05-07,46913,46990,46142,46528,52753,0.015119450201810825
2024-05-08,46913,46913,45988,46220,16179,-0.006619669876203549
2024-05-09,46220,46451,45758,45758,57733,-0.009995672868887917
2024-05-10,46451,46451,45834,46297,24608,0.01177936098605703
2024-05-13,46373,46836,45988,46451,33335,0.0033263494394886184
2024-05-14,46527,46990,46219,46605,21595,0.0033153215216035203
2024-05-16,47067,47067,46528,46528,25434,-0.0016521832421414473
2024-05-17,46451,48839,46374,47761,141879,0.02650017193947729
2024-05-20,47683,48377,47375,47992,35815,0.004836582148614932
2024-05-21,47683,48377,47375,47761,31545,-0.004813302217036131
2024-05-22,47760,48146,47375,47915,21657,0.0032243880990765472
2024-05-23,47452,47914,47374,47452,17184,-0.009662944798079942
2024-05-24,47221,47683,46681,46913,29798,-0.011358846834696124
2024-05-27,46913,53846,46604,53846,81333,0.14778419627821715
2024-05-28,48530,48915,46835,47067,213825,-0.12589607398878278
2024-05-29,46990,46990,45911,45989,63941,-0.022903520513310793
2024-05-30,45834,46219,45063,45372,56627,-0.013416251712366045
2024-05-31,45757,46143,45372,45989,59946,0.013598695230538693
2024-06-03,46528,46528,45603,46220,27774,0.00502294026832506
2024-06-04,45604,46220,45450,45450,37552,-0.0166594547814799
2024-06-05,45681,45835,45218,45450,26267,0.0
2024-06-07,45372,46066,45372,45681,16004,0.005082508250825013
2024-06-10,45372,45989,45295,45527,24271,-0.003371204658391913
2024-06-11,45681,46220,45526,45681,744230,0.003382608122652453
2024-06-12,45912,46143,45449,45912,22961,0.005056806987587814
2024-06-13,46143,46682,45835,45835,60995,-0.001677121449729868
2024-06-14,45835,46066,45449,45527,47353,-0.006719755645249292
2024-06-17,45295,45757,44679,44679,49997,-0.01862630966239809
2024-06-18,45064,45141,43523,43601,120310,-0.02412766624141094
2024-06-19,43600,44679,43600,44140,28628,0.012362101786656199
2024-06-20,44140,44448,43754,44063,54514,-0.0017444494789307097
2024-06-21,44293,44525,43985,44525,27869,0.010484987404398183
2024-06-24,44525,44525,43985,44063,35444,-0.01037619314991578
2024-06-25,44447,44602,43985,44602,24259,0.012232485305131213
2024-06-26,44448,45989,44294,45450,118523,0.019012600331823615
2024-06-27,0,0,0,45450,0,0.0
2024-06-28,0,0,0,45450,0,0.0
2024-07-01,0,0,0,45450,0,0.0
2024-07-02,0,0,0,45450,0,0.0
2024-07-03,0,0,0,45450,0,0.0
2024-07-04,0,0,0,45450,0,0.0
2024-07-05,0,0,0,45450,0,0.0
2024-07-08,0,0,0,45450,0,0.0
2024-07-09,0,0,0,45450,0,0.0
2024-07-10,0,0,0,45450,0,0.0
2024-07-11,0,0,0,45450,0,0.0
2024-07-12,0,0,0,45450,0,0.0
2024-07-15,0,0,0,45450,0,0.0
2024-07-16,0,0,0,45450,0,0.0
2024-07-17,0,0,0,45450,0,0.0
2024-07-18,0,0,0,45450,0,0.0
2024-07-19,0,0,0,45450,0,0.0
2024-07-22,0,0,0,45450,0,0.0
2024-07-23,0,0,0,45450,0,0.0
2024-07-24,0,0,0,45450,0,0.0
2024-07-25,0,0,0,45450,0,0.0
2024-07-26,0,0,0,45450,0,0.0
2024-07-29,45450,50500,40950,50500,242096,0.11111111111111116
2024-07-30,49950,50900,45450,45850,122805,-0.09207920792079205
2024-07-31,45950,46750,45200,45850,43844,0.0
2024-08-01,45750,46450,44800,45200,54230,-0.014176663031624903
2024-08-02,44600,44700,43150,43250,58565,-0.04314159292035402
2024-08-05,43000,43150,38950,40050,73492,-0.07398843930635834
2024-08-06,41250,41400,39850,40050,58468,0.0
2024-08-07,39250,41000,39250,40300,27936,0.006242197253433224
2024-08-08,40000,41200,39800,41000,39246,0.017369727047146455
2024-08-09,41150,41700,40950,41250,27303,0.0060975609756097615
2024-08-12,41400,42250,41000,42250,15100,0.024242424242424176
2024-08-13,42150,42800,41550,42100,428276,-0.0035502958579881616
2024-08-14,42000,43000,41800,43000,791847,0.0213776722090262
2024-08-16,43450,43450,42700,43300,21801,0.006976744186046435
2024-08-19,43300,44500,43300,44150,185068,0.019630484988452546
2024-08-20,44450,44450,43650,44000,13858,-0.003397508493771184
2024-08-21,44350,44600,43700,44300,13438,0.006818181818181834
2024-08-22,44500,44600,43800,44050,12485,-0.0056433408577878375
2024-08-23,44050,44800,43650,44600,11870,0.012485811577752637
2024-08-26,44600,46550,44600,46550,28916,0.043721973094170474
2024-08-27,46900,49200,45600,48850,56449,0.04940923737916214
2024-08-28,48750,50000,48000,49600,42574,0.01535312180143289
2024-08-29,49900,49900,47600,48600,39676,-0.020161290322580627
