Date,Open,High,Low,Close,Volume,Change
2024-03-18,13050,13450,13050,13390,58216,0.014393939393939403
2024-03-19,13390,13500,13030,13220,71091,-0.012696041822255366
2024-03-20,13270,13350,13070,13100,36024,-0.009077155824508298
2024-03-21,13240,13340,13080,13100,43687,0.0
2024-03-22,13100,13220,12850,12860,68277,-0.018320610687022953
2024-03-25,12870,13050,12850,12850,46498,-0.0007776049766718973
2024-03-26,12840,12980,12770,12830,39945,-0.0015564202334630295
2024-03-27,12840,12980,12650,12700,42111,-0.010132501948558081
2024-03-28,12620,12830,12600,12610,49390,-0.007086614173228312
2024-03-29,12610,12620,12430,12580,42333,-0.0023790642347343294
2024-04-01,12420,12720,12420,12610,28068,0.0023847376788552754
2024-04-02,12610,12610,12210,12210,68093,-0.0317208564631245
2024-04-03,12210,12210,11930,11950,76719,-0.021294021294021248
2024-04-04,11960,12090,11740,11850,69266,-0.008368200836820106
2024-04-05,11800,11840,11670,11840,45517,-0.0008438818565400519
2024-04-08,11840,11840,11390,11560,78849,-0.023648648648648685
2024-04-09,11500,11740,11440,11570,32698,0.0008650519031141446
2024-04-11,11450,11500,11310,11350,35593,-0.019014693171996555
2024-04-12,11360,11480,11140,11140,54237,-0.018502202643171817
2024-04-15,11300,11310,10860,11220,48789,0.007181328545780907
2024-04-16,10960,11200,10890,11090,33998,-0.01158645276292336
2024-04-17,11090,11360,11050,11050,32604,-0.0036068530207393756
2024-04-18,11010,11380,11010,11270,22286,0.019909502262443368
2024-04-19,11280,11280,10830,11100,40874,-0.015084294587400127
2024-04-22,11300,11430,11170,11250,40432,0.013513513513513598
2024-04-23,11250,11400,11080,11080,31834,-0.015111111111111075
2024-04-24,11300,11440,11210,11430,37384,0.03158844765342961
2024-04-25,11430,11440,11200,11200,25220,-0.0201224846894138
2024-04-26,11230,11560,11220,11280,29667,0.0071428571428571175
2024-04-29,11470,11750,11290,11720,47765,0.03900709219858145
2024-04-30,11800,11800,11400,11700,31905,-0.0017064846416382506
2024-05-02,11700,11700,11490,11500,28370,-0.017094017094017144
2024-05-03,11520,11670,11500,11550,22998,0.004347826086956497
2024-05-07,11700,11700,11460,11530,35788,-0.0017316017316016952
2024-05-08,11500,11640,11430,11610,37815,0.006938421509106618
2024-05-09,11620,11620,11380,11450,36427,-0.013781223083548677
2024-05-10,11460,13600,11390,12430,1680643,0.08558951965065509
2024-05-13,12630,12720,12080,12250,221781,-0.014481094127111849
2024-05-14,12170,12490,12000,12350,152568,0.008163265306122547
2024-05-16,12370,12390,12130,12160,84706,-0.01538461538461533
2024-05-17,12160,12190,11780,11850,81289,-0.025493421052631526
2024-05-20,12000,12050,11680,11750,54837,-0.008438818565400852
