Date,Open,High,Low,Close,Volume,Change
2024-03-18,25150,27200,25000,27150,1003768,0.08600000000000008
2024-03-19,27250,29850,26650,27900,3305719,0.027624309392265234
2024-03-20,28250,28450,26550,26750,723422,-0.04121863799283154
2024-03-21,27100,27400,26300,27300,477570,0.020560747663551426
2024-03-22,27200,28200,26500,26600,747564,-0.02564102564102566
2024-03-25,26600,26800,25400,25550,395101,-0.03947368421052633
2024-03-26,25800,25800,24150,24450,630938,-0.043052837573385516
2024-03-27,24400,24500,23600,24200,397238,-0.010224948875255602
2024-03-28,24400,24450,23400,23650,271748,-0.022727272727272707
2024-03-29,23550,24000,22850,23250,400316,-0.016913319238900604
2024-04-01,22950,23450,22800,23400,222984,0.006451612903225712
2024-04-02,23400,23450,22500,22950,215118,-0.019230769230769273
2024-04-03,22700,22800,22100,22200,186569,-0.0326797385620915
2024-04-04,23500,23500,21800,21950,307821,-0.011261261261261257
2024-04-05,21550,21950,21200,21500,236959,-0.02050113895216399
2024-04-08,22000,22050,21150,21600,168082,0.0046511627906977715
2024-04-09,21600,22400,21450,21800,149373,0.0092592592592593
2024-04-11,21700,21750,21100,21450,103460,-0.016055045871559592
2024-04-12,21600,21800,21200,21450,112778,0.0
2024-04-15,20900,21350,20500,21350,153829,-0.004662004662004615
2024-04-16,21400,21650,20550,20750,128380,-0.02810304449648715
2024-04-17,20650,21800,20650,21200,180011,0.02168674698795181
2024-04-18,21200,22300,21100,22300,173401,0.05188679245283012
2024-04-19,22000,22100,20500,21000,170924,-0.058295964125560484
2024-04-22,21000,22250,21000,22100,165155,0.05238095238095242
2024-04-23,22200,22900,21800,22100,163644,0.0
2024-04-24,21900,22500,21800,22050,120503,-0.002262443438914019
2024-04-25,22000,23050,21750,21950,191331,-0.0045351473922902175
2024-04-26,22000,22200,21500,21600,105210,-0.015945330296127547
2024-04-29,21600,22000,21550,21800,104564,0.0092592592592593
2024-04-30,21900,22600,21600,21800,126374,0.0
2024-05-02,21600,21850,21250,21350,99254,-0.020642201834862428
2024-05-03,21500,21900,21450,21700,84058,0.016393442622950838
2024-05-07,21950,22150,21650,21800,75897,0.004608294930875667
2024-05-08,21800,21950,21400,21750,93303,-0.002293577981651418
2024-05-09,21750,21900,21050,21200,128807,-0.025287356321839094
2024-05-10,22250,26300,22100,24750,7405526,0.1674528301886793
2024-05-13,25050,28150,25000,27050,5424940,0.09292929292929286
2024-05-14,26800,29350,26350,27350,3821515,0.01109057301293892
2024-05-16,27650,27900,26600,26750,869024,-0.021937842778793404
2024-05-17,27200,27200,25350,25950,675763,-0.029906542056074792
2024-05-20,26150,28450,25500,26750,2781298,0.030828516377649384
2024-05-21,26650,27450,26100,27450,854581,0.026168224299065512
2024-05-22,28650,29800,26000,26100,4670160,-0.049180327868852514
2024-05-23,25650,26350,24550,25650,659803,-0.017241379310344862
2024-05-24,25650,26500,24350,24350,547847,-0.050682261208576995
2024-05-27,24200,26600,23800,25450,1108160,0.045174537987679564
2024-05-28,25700,26600,25500,25700,650507,0.00982318271119853
2024-05-29,26100,27350,25600,25950,1000130,0.009727626459143934
2024-05-30,25550,25650,24050,24100,387882,-0.07129094412331405
2024-05-31,23650,24450,23300,23400,307477,-0.02904564315352698
2024-06-03,23750,24050,23150,23150,320605,-0.010683760683760646
2024-06-04,23150,23550,22250,22550,381505,-0.02591792656587477
2024-06-05,22800,23200,21750,22050,368196,-0.022172949002217335
2024-06-07,22500,22750,22250,22500,202461,0.020408163265306145
2024-06-10,22500,22550,21700,21900,173392,-0.026666666666666616
2024-06-11,21900,23750,21750,22800,564021,0.041095890410958846
2024-06-12,22750,23500,22600,22650,305425,-0.006578947368421018
2024-06-13,22850,22850,22250,22250,137169,-0.017660044150110354
2024-06-14,22250,23300,22250,23050,321456,0.035955056179775235
2024-06-17,23150,23300,22200,22200,162382,-0.03687635574837311
2024-06-18,22200,22450,21300,21500,203966,-0.03153153153153154
2024-06-19,21550,21600,21150,21300,112371,-0.009302325581395321
2024-06-20,21300,21700,21200,21250,86930,-0.0023474178403756207
2024-06-21,21200,21600,20900,21450,133062,0.009411764705882453
2024-06-24,21150,21400,20300,20350,151985,-0.05128205128205132
2024-06-25,20150,20500,19800,20150,159842,-0.009828009828009798
2024-06-26,19960,21000,19680,20100,186104,-0.002481389578163795
2024-06-27,19960,20650,19610,19660,177924,-0.02189054726368156
2024-06-28,19720,20250,19720,19830,136464,0.008646998982706045
2024-07-01,19730,20550,19730,20250,110063,0.021180030257186067
2024-07-02,20250,20350,19280,19340,145748,-0.04493827160493824
2024-07-03,19310,19500,19030,19270,93440,-0.003619441571871773
2024-07-04,19170,19340,19010,19010,73420,-0.013492475350285416
2024-07-05,19210,23400,19210,21050,3509639,0.10731194108364028
2024-07-08,21450,22550,21400,21900,872576,0.040380047505938155
2024-07-09,21750,22300,21550,22150,299851,0.011415525114155223
2024-07-10,22050,22300,21450,22150,283688,0.0
2024-07-11,22700,23400,22100,22400,782798,0.011286681715575675
2024-07-12,23450,24500,22300,22300,1193994,-0.004464285714285698
2024-07-15,22300,22350,21500,22050,175969,-0.011210762331838597
2024-07-16,21900,24100,21850,22800,1413954,0.03401360544217691
2024-07-17,22800,23050,22050,22100,204001,-0.030701754385964897
2024-07-18,21600,21900,21100,21400,203202,-0.03167420814479638
2024-07-19,21050,22000,21050,21650,143475,0.011682242990654235
2024-07-22,21300,21650,20200,20350,168552,-0.06004618937644346
2024-07-23,20550,21300,20250,20700,161055,0.017199017199017286
2024-07-24,20400,21150,20200,20250,119092,-0.021739130434782594
2024-07-25,19860,20400,19710,20150,124641,-0.004938271604938316
2024-07-26,19980,20200,19800,19820,76870,-0.016377171215880892
2024-07-29,19850,20150,19640,20100,80953,0.01412714429868811
2024-07-30,20300,20300,19430,19430,100503,-0.033333333333333326
2024-07-31,19430,19630,19210,19410,65618,-0.0010293360782295258
2024-08-01,19570,20400,19570,20350,133147,0.04842864502833599
2024-08-02,19990,19990,19120,19120,128494,-0.06044226044226042
2024-08-05,18700,18820,14870,15800,288753,-0.17364016736401677
2024-08-06,15450,17400,15350,17200,216909,0.08860759493670889
2024-08-07,17000,17380,17000,17070,61083,-0.007558139534883712
2024-08-08,16800,16910,16460,16700,73493,-0.021675454012888062
2024-08-09,16870,17490,16870,17200,68697,0.029940119760478945
2024-08-12,17100,17740,17100,17650,49562,0.026162790697674465
2024-08-13,17600,18210,17160,17300,143119,-0.019830028328611915
2024-08-14,17600,19900,17300,17880,731434,0.03352601156069368
2024-08-16,18350,18730,18210,18650,206999,0.04306487695749439
2024-08-19,18650,19250,18420,18800,174565,0.008042895442359255
2024-08-20,19100,19790,19040,19430,237952,0.033510638297872264
2024-08-21,19300,19960,18800,19690,198841,0.013381369016983946
2024-08-22,19660,19660,19020,19060,102501,-0.031995937023869936
2024-08-23,18580,19130,18530,18820,76458,-0.012591815320041944
2024-08-26,18900,19240,18590,18710,71979,-0.0058448459086078985
2024-08-27,18800,19120,18380,18810,63100,0.005344735435595993
2024-08-28,18690,18960,18140,18180,81704,-0.03349282296650713
2024-08-29,18100,18240,17600,17950,76805,-0.0126512651265126
2024-08-30,18010,18300,17950,18230,53166,0.015598885793871808
2024-09-02,18500,18840,17990,18840,101078,0.03346132748217223
2024-09-03,18900,18900,18000,18070,90585,-0.04087048832271767
2024-09-04,17230,17570,17110,17140,84780,-0.051466519092418395
2024-09-05,17150,17460,16340,16600,77794,-0.031505250875145885
2024-09-06,16600,16730,15820,15970,75594,-0.03795180722891567
2024-09-09,15450,16470,15430,16250,49583,0.017532874139010612
2024-09-10,16270,16470,15660,15660,49158,-0.03630769230769226
2024-09-11,15560,16410,15560,15810,44609,0.009578544061302763
2024-09-12,15980,19480,15980,18200,2822639,0.15117014547754581
2024-09-13,18480,18590,17910,18080,335049,-0.00659340659340657
2024-09-19,18010,18030,17610,17880,137394,-0.011061946902654829
2024-09-20,18060,18100,17670,17940,139279,0.003355704697986628
2024-09-23,17900,18240,17670,17890,132853,-0.00278706800445927
2024-09-24,17890,18060,17770,18050,61154,0.008943543879262217
2024-09-25,18090,18430,17320,17590,173261,-0.025484764542936245
2024-09-26,18000,18610,17820,18490,257127,0.05116543490619674
2024-09-27,18410,18590,18110,18300,118602,-0.010275824770145991
2024-09-30,18300,18850,18060,18080,124313,-0.012021857923497303
2024-10-02,17830,17870,17450,17500,69096,-0.03207964601769908
2024-10-04,17230,17480,17120,17160,76843,-0.01942857142857146
2024-10-07,17350,18110,17210,18090,83200,0.054195804195804165
2024-10-08,17840,17930,17520,17520,62036,-0.031509121061359835
2024-10-10,17600,17670,16890,16950,78018,-0.03253424657534243
2024-10-11,17210,17600,17050,17050,78530,0.005899705014749346
2024-10-14,17180,17700,17180,17350,50361,0.017595307917888547
2024-10-15,17350,17620,17060,17220,56711,-0.007492795389049012
2024-10-16,17100,17130,16700,16700,60141,-0.030197444831591147
2024-10-17,16710,16840,16500,16550,45111,-0.008982035928143728
2024-10-18,16570,16630,16070,16230,53335,-0.01933534743202414
2024-10-21,16230,16720,16070,16330,47900,0.006161429451632783
2024-10-22,16150,16290,15560,15580,73324,-0.04592774035517455
