Date,Open,High,Low,Close,Volume,Change
2024-03-18,36550,36850,35450,36800,357778,0.017980636237897585
2024-03-19,36400,36500,34750,35350,472188,-0.03940217391304346
2024-03-20,35400,36050,34400,34750,502813,-0.016973125884017004
2024-03-21,35350,36850,34750,34800,716472,0.0014388489208632116
2024-03-22,34900,34950,32300,32550,585643,-0.06465517241379315
2024-03-25,32550,32600,31500,31750,311816,-0.02457757296466978
2024-03-26,31650,32550,31400,31750,285889,0.0
2024-03-27,32050,33300,31800,32950,398714,0.03779527559055129
2024-03-28,33000,33750,32250,33550,338352,0.018209408194233667
2024-03-29,33250,33750,32500,32750,213198,-0.023845007451564815
2024-04-01,33100,35600,32900,33950,1106497,0.03664122137404591
2024-04-02,33500,34950,33300,34000,395463,0.0014727540500736325
2024-04-03,33250,33400,31700,32250,326320,-0.05147058823529416
2024-04-04,32950,35250,32900,34300,910464,0.06356589147286829
2024-04-05,32800,33550,32300,32750,274432,-0.04518950437317781
2024-04-08,33350,33450,30800,30800,268718,-0.05954198473282446
2024-04-09,30800,32100,30150,31050,268370,0.008116883116883189
2024-04-11,30050,31500,29950,31400,177171,0.011272141706924366
2024-04-12,31850,32050,30850,31300,208333,-0.0031847133757961776
2024-04-15,30200,31200,29750,30750,187996,-0.01757188498402551
2024-04-16,31100,32700,30300,31050,439877,0.009756097560975618
2024-04-17,31600,34750,31100,32150,898848,0.03542673107890493
2024-04-18,31500,33900,31350,33400,619770,0.038880248833592645
2024-04-19,33300,34400,30500,31250,460900,-0.06437125748502992
2024-04-22,30600,30900,29100,29550,274792,-0.054400000000000004
2024-04-23,29800,30050,28500,28500,183185,-0.035532994923857864
2024-04-24,29250,29650,29050,29400,143894,0.03157894736842115
2024-04-25,28950,29750,28600,29150,98118,-0.008503401360544172
2024-04-26,29900,30050,29000,29300,103802,0.005145797598627766
2024-04-29,29500,29800,28950,29100,97566,-0.0068259385665528916
2024-04-30,29100,29400,28550,28850,105297,-0.00859106529209619
2024-05-02,28500,28950,28050,28950,95678,0.0034662045060658286
2024-05-03,29250,29350,28650,29350,90247,0.013816925734024155
2024-05-07,29550,30200,29400,29800,132625,0.015332197614991383
2024-05-08,29950,30050,29150,29600,102415,-0.006711409395973145
2024-05-09,29600,29600,28600,28600,107379,-0.03378378378378377
