Date,Open,High,Low,Close,Volume,Change
2024-03-18,5570,5620,5560,5600,26544,0.0017889087656528524
2024-03-19,5620,5660,5580,5580,27614,-0.0035714285714285587
2024-03-20,5590,5660,5560,5580,29059,0.0
2024-03-21,5560,5580,5490,5570,79119,-0.0017921146953404632
2024-03-22,5570,5570,5520,5560,28335,-0.0017953321364452268
2024-03-25,5550,5550,5440,5460,37988,-0.017985611510791366
2024-03-26,5460,5530,5460,5500,28365,0.0073260073260073
2024-03-27,5500,5560,5480,5530,33590,0.005454545454545379
2024-03-28,5500,5560,5480,5510,22690,-0.003616636528028905
2024-03-29,5570,5620,5500,5500,29647,-0.001814882032667886
2024-04-01,5500,5550,5450,5520,29994,0.0036363636363636598
2024-04-02,5520,5540,5340,5450,62409,-0.0126811594202898
2024-04-03,5400,5530,5360,5450,35210,0.0
2024-04-04,5450,5490,5370,5410,22301,-0.007339449541284404
2024-04-05,5400,5440,5360,5420,17652,0.001848428835489857
2024-04-08,5480,5480,5280,5380,47664,-0.0073800738007380184
2024-04-09,5380,5400,5290,5400,30040,0.0037174721189590088
2024-04-11,5400,5400,5290,5340,20379,-0.011111111111111072
2024-04-12,5300,5380,5270,5320,31434,-0.0037453183520599342
2024-04-15,5270,5320,5210,5270,27862,-0.009398496240601517
2024-04-16,5210,5270,4930,5120,237331,-0.028462998102466774
2024-04-17,5110,5120,5000,5060,63840,-0.01171875
2024-04-18,5060,5120,5030,5120,24730,0.011857707509881354
2024-04-19,5140,5150,4945,4990,58986,-0.025390625
2024-04-22,4990,5070,4930,5070,124053,0.01603206412825653
2024-04-23,5050,5080,5010,5070,22485,0.0
2024-04-24,5080,5130,5050,5130,24911,0.01183431952662728
2024-04-25,5130,5130,5000,5070,43547,-0.011695906432748537
2024-04-26,5070,5070,4925,4985,100160,-0.0167652859960552
2024-04-29,4985,5060,4985,5050,31383,0.013039117352056095
2024-04-30,5030,5140,5030,5120,20670,0.013861386138613874
2024-05-02,5120,5150,5060,5090,19896,-0.005859375
2024-05-03,5150,5150,5050,5100,15050,0.0019646365422396617
2024-05-07,5100,5150,5010,5100,31578,0.0
2024-05-08,5100,5130,5070,5130,24713,0.00588235294117645
2024-05-09,5140,5160,5090,5140,24440,0.0019493177387914784
2024-05-10,5120,5180,5100,5160,20687,0.0038910505836575737
2024-05-13,5160,5180,5080,5130,66507,-0.005813953488372103
2024-05-14,5310,5360,5200,5200,121788,0.013645224171539905
2024-05-16,5270,5270,5180,5230,24011,0.005769230769230749
2024-05-17,5230,5230,5170,5200,14424,-0.005736137667303964
2024-05-20,5160,5230,5110,5190,41573,-0.0019230769230769162
2024-05-21,5180,5190,5130,5180,16572,-0.0019267822736031004
