Date,Open,High,Low,Close,Volume,Change
2024-03-18,26480,29520,25860,27920,37946,0.05438066465256797
2024-03-19,28740,29100,27680,28360,19686,0.015759312320916985
2024-03-20,28360,29760,27200,28660,25453,0.010578279266572732
2024-03-21,30100,35540,29560,31100,173776,0.08513607815771107
2024-03-22,30800,31200,29700,30880,18388,-0.0070739549839228255
2024-03-25,30880,31380,30240,30360,9723,-0.016839378238341918
2024-03-26,30360,31380,29540,30060,9709,-0.00988142292490124
2024-03-27,30060,33580,29780,32200,61673,0.0711909514304725
2024-03-28,32380,32380,30760,30820,19119,-0.042857142857142816
2024-03-29,30820,31000,28880,29160,18728,-0.05386112913692409
2024-04-01,29460,30760,27600,28660,19427,-0.01714677640603568
2024-04-02,28420,28860,27300,27680,11644,-0.03419399860432659
2024-04-03,27680,28460,25960,28300,12276,0.022398843930635737
2024-04-04,28300,29760,26240,26520,8677,-0.06289752650176683
2024-04-05,26240,26520,24240,25040,15705,-0.05580693815987936
2024-04-08,25040,25600,23860,24020,10602,-0.04073482428115016
2024-04-09,24020,24580,23260,23600,9231,-0.017485428809325576
2024-04-11,23480,25800,22800,24680,7827,0.045762711864406835
2024-04-12,24660,26640,24100,25440,11504,0.030794165316045286
2024-04-15,25820,26560,24940,25240,7810,-0.00786163522012584
2024-04-16,25060,25480,24400,25000,3128,-0.009508716323296307
2024-04-17,24500,25820,24500,24900,4975,-0.0040000000000000036
2024-04-18,24920,25680,24540,24940,5393,0.0016064257028112205
2024-04-19,24940,25500,24020,24360,4511,-0.023255813953488413
2024-04-22,24360,24920,24260,24500,2302,0.005747126436781658
2024-04-23,25480,25480,24140,24140,2187,-0.014693877551020362
2024-04-24,24160,24620,24080,24100,3189,-0.001657000828500399
2024-04-25,24100,24560,23500,24080,4333,-0.0008298755186721962
2024-04-26,23860,24400,23580,24020,3169,-0.002491694352159457
2024-04-29,24260,24840,23540,23940,4264,-0.0033305578684429404
2024-04-30,23960,24380,23780,24060,3100,0.005012531328320913
2024-05-02,24060,24160,23800,23980,2102,-0.0033250207813798616
